code_name,reaction,C#C_C1_partial charges,C#C_C1_mulliken charges,C#C_C1_cm5 charges,C#C_C1_FUKUI+,C#C_C1_FUKUI-,C#C_C1_FUKUIrad,C#C_C1_s proportion,C#C_C1_p proportion,C#C_C1_d proportion,C#C_C1_Coordination numbers,C#C_C1_Dispersion coefficient C6,C#C_C1_Polarizability alpha,C#C_C1_FOD,C#C_C1_FOD s proportion,C#C_C1_FOD p proportion,C#C_C1_FOD d proportion,C#C_C2_partial charges,C#C_C2_mulliken charges,C#C_C2_cm5 charges,C#C_C2_FUKUI+,C#C_C2_FUKUI-,C#C_C2_FUKUIrad,C#C_C2_s proportion,C#C_C2_p proportion,C#C_C2_d proportion,C#C_C2_Coordination numbers,C#C_C2_Dispersion coefficient C6,C#C_C2_Polarizability alpha,C#C_C2_FOD,C#C_C2_FOD s proportion,C#C_C2_FOD p proportion,C#C_C2_FOD d proportion,C#C_max_partial charges,C#C_min_partial charges,C#C_max_mulliken charges,C#C_min_mulliken charges,C#C_max_cm5 charges,C#C_min_cm5 charges,C#C_max_FUKUI+,C#C_min_FUKUI+,C#C_max_FUKUI-,C#C_min_FUKUI-,C#C_max_FUKUIrad,C#C_min_FUKUIrad,C#C_max_s proportion,C#C_min_s proportion,C#C_max_p proportion,C#C_min_p proportion,C#C_max_d proportion,C#C_min_d proportion,C#C_max_Coordination numbers,C#C_min_Coordination numbers,C#C_max_Dispersion coefficient C6,C#C_min_Dispersion coefficient C6,C#C_max_Polarizability alpha,C#C_min_Polarizability alpha,C#C_max_FOD,C#C_min_FOD,C#C_max_FOD s proportion,C#C_min_FOD s proportion,C#C_max_FOD p proportion,C#C_min_FOD p proportion,C#C_max_FOD d proportion,C#C_min_FOD d proportion,total energy,HOMO-LUMO gap/eV,electronic energy,Dipole module/D,Total charge,HOMO,LUMO,Fermi-level/eV,Total dispersion C6,Total dispersion C8,Total polarizability alpha,Total FOD,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
a,1,-0.04303809,-0.04735,-0.04961,-0.064,-0.074,-0.069,1.101,2.946,0.0,1.981,32.209,9.165,0.0136,0.0,0.014,0.0,-0.04303049,-0.04733,-0.04959,-0.064,-0.074,-0.069,1.101,2.946,0.0,1.981,32.209,9.165,0.0136,0.0,0.014,0.0,-0.04303049,-0.04303809,-0.04733,-0.04735,-0.04959,-0.04961,-0.064,-0.064,-0.074,-0.074,-0.069,-0.069,1.101,1.101,2.946,2.946,0.0,0.0,1.981,1.981,32.209,32.209,9.165,9.165,0.0136,0.0136,0.0,0.0,0.014,0.014,0.0,0.0,-35.00809909,3.85941465,-35.75988639,0.003,0.0,-10.4346,-6.5752,-8.5049,8358.263319,212656.683195,148.451311,0.1215,7.754290018476527,7.754290018476527,0.298322940287225,-0.557074958337584,0.543699543025523,178.2340000000001,168.15399999999997,178.07825032,66.0,0.0,0.06358618276373,-0.062181501935725,0.06358618276373,0.062181501935725,0.642857142857142,1.0,1.357142857142857,11.047148985544773,-0.093520603786734,0.5051219816915731,-2.16765591879557,0.55334111074783,-2.012052842848572,2.662061042926924,-0.434451960911886,2.5673949512322523,2.741962038724272,788.3535712669637,18.342416792648606,17.0,7.0,11.089999272823986,8.75,3.75,2.25,2.25,1.3125,1.3125,0.75,0.75,-1.9999999999999991,146084.77272511518,2.744801512287334,4.296875,2.24376731301939,98.26731194789156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.09538088369106,24.16967483065318,11.126902983393991,13.7075855617022,13.7075855617022,0.0,0.0,0.0,0.0,0.0,0.0,71.55109006002695,0.0,11.840868637711289,0.0,0.0,0.0,0.0,0.0,0.0,11.840868637711289,24.83448854509619,60.42418707663295,0.0,0.0,0.0,0.0,60.42418707663295,0.0,0.0,11.126902983393991,0.0,0.0,0.0,0.0,0.0,11.840868637711289,13.7075855617022,76.28884442410777,0.0,0.0,0.0,-0.596645880574451,4.691477702191988,-5.383676245725307,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.086400000000001,58.86400000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b,1,-0.0437520029255,-0.048134841222706,-0.050404841222706,-0.039625491286404,-0.051944662793957,-0.045416994190936,1.099527668603021,2.948208497095468,0.0,1.982,32.227710462241085,9.167680828492449,0.016682113665317,0.0,0.016208497095468,0.0,-0.043892794281802,-0.048277479565721,-0.050537479565721,-0.052944662793957,-0.060472331396978,-0.057208497095468,1.10026383430151,2.947944662793957,0.0,1.981736165698489,32.23271046224109,9.168416994190936,0.019582113665317,0.0,0.019208497095468,0.0,-0.0437520029255,-0.043892794281802,-0.048134841222706,-0.048277479565721,-0.050404841222706,-0.050537479565721,-0.039625491286404,-0.052944662793957,-0.051944662793957,-0.060472331396978,-0.045416994190936,-0.057208497095468,1.10026383430151,1.099527668603021,2.948208497095468,2.947944662793957,0.0,0.0,1.982,1.981736165698489,32.23271046224109,32.227710462241085,9.168416994190936,9.167680828492449,0.019582113665317,0.016682113665317,0.0,0.0,0.019208497095468,0.016208497095468,0.0,0.0,-44.60839454149864,2.831873297039848,-45.54998213492132,0.035723313969787,0.0,-10.09687286182448,-7.264938885589476,-8.680919065422053,13441.751628265516,344470.1813032321,188.41980266966388,0.245525385200904,8.32188261106912,8.32188261106912,0.270961934156378,-0.594760061967854,0.5047688866292961,228.29400000000007,216.19799999999995,228.093900384,84.0,0.0,0.064243893146363,-0.062181501935725,0.064243893146363,0.062181501935725,0.611111111111111,1.277777777777777,2.111111111111111,11.131418325081096,-0.093502713059497,0.5320008469206501,-2.214475108635544,0.58528096274356,-2.025161436623051,2.880028156278208,-0.434301299052149,2.716912803881139,2.402214099959657,1284.6827659158562,22.65181786940711,21.0,9.0,13.911366477869905,11.0,5.0,3.25,3.25,2.0625,2.0625,1.28125,1.28125,-2.519999999999999,2914948.5781560354,3.73467764176527,4.77256839704094,2.25989955979912,123.7589174799624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.180218299017646,34.94212325958277,11.126902983393991,16.44910267404264,16.44910267404264,10.772448428929591,0.0,0.0,0.0,0.0,0.0,83.63592747535355,0.0,11.840868637711289,0.0,0.0,0.0,0.0,0.0,0.0,11.840868637711289,27.576005657436628,72.50902449195954,0.0,10.772448428929591,0.0,0.0,72.50902449195954,0.0,0.0,21.899351412323583,0.0,0.0,0.0,0.0,0.0,11.840868637711289,16.44910267404264,94.87385182148284,0.0,0.0,-0.5447035591606291,-0.689135592508607,4.777648652053415,-6.750994655200345,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.239600000000003,76.37000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
c,1,-0.04328641,-0.04641,-0.04864,-0.052,-0.047,-0.05,1.102,2.944,0.0,1.981,32.216,9.166,0.0137,0.0,0.014,0.0,-0.04546422,-0.04861,-0.05086,-0.061,-0.055,-0.058,1.101,2.947,0.0,1.981,32.276,9.175,0.0149,0.0,0.015,0.0,-0.04328641,-0.04546422,-0.04641,-0.04861,-0.04864,-0.05086,-0.052,-0.061,-0.047,-0.055,-0.05,-0.058,1.102,1.101,2.947,2.944,0.0,0.0,1.981,1.981,32.276,32.216,9.175,9.166,0.0149,0.0137,0.0,0.0,0.015,0.014,0.0,0.0,-47.23348303,3.61588073,-48.16696725,0.677,0.0,-10.2567,-6.6408000000000005,-8.4488,16719.098815,449487.730722,209.933139,0.1664,8.300447478374068,8.300447478374068,0.515616535966237,-5.870793473187577,0.535385537856616,250.4170000000001,232.273,250.117777106,90.0,0.0,0.077544778716651,-0.065629533745558,0.077544778716651,0.065629533745558,0.833333333333333,1.388888888888888,1.944444444444444,2.9915043350488413e-15,-0.244322203247328,-9.98282605504264e-17,-2.6141753836337323,-2.244607614677761e-16,-2.696660377712657,1.2834356996492513e-15,-0.9399941007589352,2.710384260715679,3.028030906497874,1192.8211277967423,28.342416792648606,27.0,10.0,16.051324138229173,13.75,6.75,3.25,5.25,1.8125,2.8125,1.0,1.5,-1.783116883116882,14690282.693078984,3.027728746031571,5.244426452496441,3.352630681746828,135.982889537801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66518663557363,24.16967483065318,23.46372998892597,20.41069930606509,24.67365401106396,13.260597946220576,0.0,0.0,0.0,19.42549881385843,0.0,65.50867135236365,0.0,11.840868637711289,5.186725645687458,0.0,0.0,0.0,8.073872300533118,0.0,11.840868637711289,35.80055699445796,54.38176836896965,19.42549881385843,0.0,0.0,0.0,98.19476811244267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.840868637711289,24.67365401106396,142.35439374687925,0.0,0.0,-1.216797180559806,-1.219239929768202,4.40472903281683,-7.9497366731404675,0.0,-11.058111078595552,-5.870793473187577,0.176470588235294,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,3.631600000000002,81.84400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d,1,-0.03921743,-0.04512,-0.04776,-0.065,-0.051,-0.058,1.103,2.942,0.0,1.982,32.104,9.15,0.0135,0.0,0.014,0.0,-0.04774719,-0.05279,-0.05529,-0.061,-0.063,-0.062,1.101,2.952,0.0,1.981,32.338,9.184,0.0136,0.0,0.014,0.0,-0.03921743,-0.04774719,-0.04512,-0.05279,-0.04776,-0.05529,-0.061,-0.065,-0.051,-0.063,-0.058,-0.062,1.103,1.101,2.952,2.942,0.0,0.0,1.982,1.981,32.338,32.104,9.184,9.15,0.0136,0.0135,0.0,0.0,0.014,0.014,0.0,0.0,-41.35299737,3.67669075,-42.20066975,0.238,0.0,-10.1846,-6.5079,-8.3462,11442.79786,284158.276428,171.532201,0.1317,8.138665018476527,8.138665018476527,0.477957294028722,-3.014126931636853,0.576426264283815,206.2880000000001,192.176,206.109550448,78.0,0.0,0.063878594425288,-0.062181501935707,0.063878594425288,0.062181501935707,1.0,1.875,2.625,10.290894018583716,-0.245946069709994,-1.3396300609835866e-16,-2.327358928951276,2.519740350504899e-16,-2.197986834336478,1.9612007312015864,-0.9479840463503972,2.596737258822083,2.977287519539624,1065.856762490846,23.342416792648606,22.0,8.0,13.51264900363436,11.25,4.25,2.75,2.75,1.625,1.625,0.9375,0.9375,-1.9999999999999991,1301562.616239393,2.813317479191438,4.68,2.520833333333333,116.61707817735602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.05296217602776,42.957943340975234,19.35145432041531,10.96606844936176,19.19061978638308,0.0,0.0,0.0,0.0,13.70378423459136,0.0,70.59315562809434,0.0,11.840868637711289,0.0,0.0,0.0,0.0,0.0,0.0,25.544652872302645,41.44442575317108,48.33934966130636,0.0,0.0,0.0,0.0,84.29693986268572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.840868637711289,19.19061978638308,107.93318633385148,0.0,0.0,0.0,-2.820397927689593,4.460291477702192,-6.063316338677087,0.0,-6.009763545186977,0.0,0.125,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,3.703240000000002,68.33800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
e,1,-0.035268187174161,-0.03336178902874,-0.033913725137312,-0.061041230033928,-0.054835079864284,-0.057958769966071,1.093288610237501,2.940164920135715,0.0,1.981123690101786,31.997658307125043,9.135236901017864,0.01713513768077,0.0,0.017,0.0,-0.044580039395166,-0.055044741631124,-0.057110094668446,-0.062917539932142,-0.067,-0.064958769966071,1.098041230033929,2.957082460067857,0.0,1.982,32.251070607464335,9.171278131051793,0.01873513768077,0.0,0.018958769966071,0.0,-0.035268187174161,-0.044580039395166,-0.03336178902874,-0.055044741631124,-0.033913725137312,-0.057110094668446,-0.061,-0.062958769966071,-0.054835079864284,-0.067,-0.057958769966071,-0.064958769966071,1.098082460067857,1.093247380203573,2.957082460067857,2.940164920135715,0.0,0.0,1.982082460067857,1.981041230033929,32.251070607464335,31.997658307125043,9.171278131051793,9.135236901017864,0.01873513768077,0.01713513768077,0.0,0.0,0.018958769966071,0.017,0.0,0.0,-42.24464984464289,2.975799518857555,-43.04377832728325,1.749810292308128,0.0,-9.965249269939928,-6.98947827211426,-8.477387956179925,10575.11292718455,263445.36089470284,164.9185925281206,0.173764240824867,7.918456685143195,7.918456685143195,0.404402872260014,-3.022436500171439,0.6542427352159561,208.26000000000008,196.164,208.088815004,78.0,0.0,0.133986434178556,-0.495453139827504,0.495453139827504,0.133986434178556,1.0,1.75,2.5625,11.04458991099276,-0.243144452589288,0.297811767069628,-2.266666837731256,0.370578162711657,-2.272878014221132,2.530536859453929,-0.942834476228002,2.616760691885638,2.803396093462969,999.7582518890316,21.549523573835152,19.908248290463863,7.908248290463863,12.774450684691496,10.158248290463863,4.158248290463863,2.556186217847897,2.556186217847897,1.567655181539914,1.567655181539914,0.903093108923948,0.903093108923948,-2.199999999999999,693886.4326673145,3.14796168411673,5.042643730194658,2.429828401949015,112.55574029213068,4.736862953800049,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.05296217602776,24.16967483065318,5.563451491696996,29.05050662462222,21.185965627842688,0.0,0.0,0.0,0.0,0.0,7.037952458882589,65.50867135236365,0.0,17.590380470995193,4.736862953800049,0.0,5.749511833283905,0.0,7.037952458882589,0.0,11.840868637711289,27.576005657436628,54.38176836896965,0.0,0.0,0.0,9.23,78.29613564453015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.577731591511338,16.44910267404264,95.75126464387918,0.0,0.0,0.0,-0.9100174792139072,3.8517653481145553,-5.920576012608388,0.0,0.0,-3.022436500171439,0.066666666666666,16.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,3.095000000000001,65.41600000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f,1,-0.046327364064163,-0.053429948739292,-0.055664974369646,-0.057497436964629,-0.063,-0.060497436964629,1.1,2.9530000000000003,0.0,1.981,32.3,9.178,0.0142,0.0,0.014,0.0,-0.04503340715021,-0.048839897478585,-0.051059897478585,-0.063497436964629,-0.055,-0.059,1.1,2.949,0.0,1.981,32.26449743696463,9.173000000000002,0.013649743696462,0.0,0.014,0.0,-0.04503340715021,-0.046327364064163,-0.048839897478585,-0.053429948739292,-0.051059897478585,-0.055664974369646,-0.057497436964629,-0.063497436964629,-0.055,-0.063,-0.059,-0.060497436964629,1.1,1.1,2.9530000000000003,2.949,0.0,0.0,1.981,1.981,32.3,32.26449743696463,9.178,9.173000000000002,0.0142,0.013649743696462,0.0,0.0,0.014,0.014,0.0,0.0,-48.58376731481019,3.587299969226166,-49.47773637430042,1.443020712385759,0.0,-10.027717941247593,-6.44044055838969,-8.234104121666872,14031.797551105044,342617.4436807579,188.1080921232338,0.140498462178777,8.054448420680384,8.054448420680384,0.5493972426933731,-3.2931335087757683,0.723027353227576,236.3140000000001,220.18599999999995,236.120115132,90.0,0.0,0.118445618968164,-0.496767053256749,0.496767053256749,0.118445618968164,1.055555555555555,1.666666666666666,2.222222222222222,10.269510493494574,-0.248246786459066,-3.135851839642998e-17,-2.425338287715889,2.4203818706089e-16,-2.340702775104882,1.806036917590198,-1.052624180519524,2.684655245789203,2.756883625867042,1153.71260562279,26.549523573835152,24.908248290463863,8.908248290463863,15.235775550096683,12.658248290463863,4.658248290463863,2.9311862178478973,2.9311862178478973,1.7666241452319311,1.7666241452319311,0.9770620726159652,0.9770620726159652,-2.199999999999999,7005674.98026807,3.216864961332541,5.930712902954297,3.14796168411673,130.9055065215951,4.736862953800049,5.749511833283905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.77759817033356,48.19088863900615,17.98069576424509,22.116296576755005,26.66899985252357,0.0,0.0,0.0,0.0,13.22481701862506,7.037952458882589,65.02970413639734,0.0,17.590380470995193,4.736862953800049,0.0,5.749511833283905,0.0,7.037952458882589,6.372924901329379,11.840868637711289,45.47438349111021,48.33934966130636,0.0,0.0,0.0,9.23,91.04198544718888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.577731591511338,21.93213689872352,127.2661076896306,0.0,0.0,0.0,-2.129732181504731,3.602449497404715,-6.940366166821795,-3.208073457835588,-3.2931335087757683,-3.047251872097426,0.176470588235294,18.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,3.657400000000001,74.79400000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
g,1,-0.045868623603215,-0.054426612189753,-0.056666612189753,-0.051999999999999,-0.058,-0.055,1.099,2.955,0.0,1.981,32.287,9.176,0.018,0.0,0.018,0.0,-0.043861658255714,-0.048257001335327,-0.050480242572607,-0.063,-0.05,-0.056,1.099,2.949,0.0,1.981,32.23233709524722,9.168337095247216,0.0188,0.0,0.019,0.0,-0.043861658255714,-0.045868623603215,-0.048257001335327,-0.054426612189753,-0.050480242572607,-0.056666612189753,-0.051999999999999,-0.063,-0.05,-0.058,-0.055,-0.056,1.099,1.099,2.955,2.949,0.0,0.0,1.981,1.981,32.287,32.23233709524722,9.176,9.168337095247216,0.0188,0.018,0.0,0.0,0.019,0.018,0.0,0.0,-70.20242862687451,2.865318012047579,-71.3019283489398,2.033395068057632,0.0,-9.88352789807615,-7.018242789588116,-8.450869053356854,25608.69438235267,616256.8535904463,249.4117606452166,0.206135006676634,8.483411066012978,8.483411066012978,0.67447666167273,-4.136586890531449,0.622374360950088,334.22399999999965,311.0400000000001,334.1740249960006,128.0,0.0,0.494331534966836,-0.496767053256749,0.496767053256749,0.494331534966836,0.88,1.4,1.88,9.98604764915436,-0.247856123733396,1.2166915100822161e-17,-2.675612861859504,3.3932296360543926e-17,-2.717161998766626,0.377156289629967,-1.089964936083327,3.298209502958824,2.329026347977449,1561.4907089034643,37.541087405397874,35.302095140581216,12.302095140581216,21.30403711094948,18.07657623631357,6.576576236313571,4.7748633537944745,4.7748633537944745,2.960084350479421,2.960084350479421,1.671067293100689,1.671067293100689,-2.215064935064934,3293312321.4888315,4.735636228907298,6.5919856525975,3.7345951412847,182.31393180233428,14.04557922185074,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,23.92570605303788,69.12488397557732,27.576005657436628,33.318398198722385,45.57302601376583,12.581195594639196,0.0,0.0,0.0,38.60967009115009,7.037952458882589,59.46625264470035,0.0,17.590380470995193,10.199666214214885,0.0,5.749511833283905,0.0,25.35844641507433,9.308716268050691,11.840868637711289,70.0619182444918,48.33934966130636,0.0,0.0,0.0,27.69,123.44458262265614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.577731591511338,40.83616305996576,198.22528527534232,0.0,0.0,0.0,-10.807413921481476,3.417072636185728,-8.11172835505434,0.0,-16.283319643183887,-5.85656265847497,0.333333333333333,25.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,4.0,7.0,0.0,1.0,1.0,3.0,3.394200000000002,101.13200000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
