train,split,model,type,seed,y,error_type,X_descriptors,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,rmse
60,KN,NN,reg,0,solub,rmse,"['Dipole module/D', 'HOMO', 'Total polarizability alpha', 'Total FOD', 'NOCount', 'NumHDonors', 'NumRotatableBonds', 'TPSA', 'MolLogP']",40,128,0.005,500,0.1,0.5521877790215522
