train,split,model,type,seed,y,error_type,X_descriptors,n_estimators,max_depth,max_features,learning_rate,validation_fraction,rmse
60,KN,GB,reg,0,solub,rmse,"['TPSA', 'MolLogP']",160,320,5,0.2,0.1,0.6393076402816457
