train,split,model,type,seed,y,error_type,X_descriptors,n_estimators,max_depth,max_features,rmse
90,KN,RF,reg,0,solub,rmse,"['HOMO', 'Total polarizability alpha', 'NOCount', 'NumRotatableBonds', 'TPSA', 'MolLogP']",80,320,5,0.44469475134635883
