train,split,model,type,seed,y,error_type,X_descriptors,n_estimators,max_depth,max_features,learning_rate,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,rmse
80,KN,VR,reg,0,solub,rmse,"['Total polarizability alpha', 'Total FOD', 'NOCount', 'TPSA', 'MolLogP']",5,20,5,0.5,160,32,0.001,200,0.2,0.4691033838038714
