train,split,model,type,seed,y,error_type,X_descriptors,n_estimators,max_depth,max_features,learning_rate,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,rmse
70,KN,VR,reg,0,solub,rmse,"['Dipole module/D', 'NumHDonors', 'NumRotatableBonds', 'TPSA', 'MolLogP']",320,320,9,0.01,40,32,0.0005,200,0.1,0.4541200074108341
