train,split,model,type,seed,y,error_type,X_descriptors,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,rmse
90,KN,NN,reg,0,solub,rmse,"['Dipole module/D', 'Total polarizability alpha', 'Total FOD', 'NOCount', 'NumRotatableBonds', 'TPSA', 'MolLogP']",20,32,0.0001,500,0.1,0.5660932451932267
