Name,BL32-1,BL1-6,BL6-34,BL5-12,BL12-11,BL33-11,BL11-16,BL16-31,BL6-5,BA32-1-6,BA1-6-34,BA1-6-5,BA6-5-12,BA5-12-11,BA12-11-33,BA5-6-34,BA33-11-16,BA11-16-31,BA12-11-16,DA32-1-6-34,DA32-1-6-5,DA1-6-5-12,DA5-12-11-33,DA12-11-16-31,DA33-11-16-31,DA6-5-12-11,NB32-34,NB33-31,NB1-34,NB33-16,NMR 32,NMR1,NMR6,NMR34,NMR33,NMR11,NMR12,NMR5,NMR16,NMR31,q32,q1,q6,q34,q33,q11,q12,q5,q16,q31,HOMO,LUMO,VF5-12,VF6-34,VF11-33,VF1-32,VF16-31,VI5-12,VI6-34,VI11-33,VI1-32,VI16-31,L1R1,B1R1,B5R1,L1R2,B1R2,B5R2,L1R3,B1R3,B5R3,L1R4,B1R4,B5R4,Area, Vol,PSA, Ovality,MW,dipolemoment,RCx,RCy,RCz,BL12-16S,NMR12-S,NMR16-S,q12-S,q16-S,HOMO-S,LUMO-S,VF12-16S,VI12-16S,Area-S, Vol-S,PSA-S, Ovality-S,MW-S,dipolemoment-S,RCx-S,RCy-S,RCz-S,%ee
R53,1.89,1.42,1.4,1.49,1.38,1.39,1.42,1.89,1.38,121.11,116.7,124.37,120.55,120.87,118.64,118.73,116.83,121.24,126.24,7.74,167.1,168.81,2.3,168.21,6.99,55.7,3.05,3.06,2.4,2.4,402.95,54.42,35.93,172.89,172.17,33.49,62.08,62.33,55.81,404.08,1.89,-0.55,0.33,-0.83,-0.83,0.34,-0.08,-0.07,-0.56,1.89,-0.26,-0.03,1498.46,1269.92,1269.92,786.88,786.88,70.27,140.14,140.14,40.73,40.73,6.38,4.21,6.49,5.23,1.35,3.89,4.92,1.35,3.98,6.38,4.21,6.49,826.32,886.44,42.5,1.85,865.09,4.54,0.06,0.03,0.03,1.28,4.07,-89.73,0.29,-0.67,-0.27,-0.01,1738.88,247.88,227.51,213.27,37.77,1.32,197.24,3.03,1.26,0.38,0.34,94
R69,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,16.18,-115.13,0.33,-0.48,-0.25,-0.02,1760.9,356.22,256.31,239.73,5.87,1.37,229.71,3.36,1.87,0.17,0.16,94
R77,1.09,1.41,1.37,1.49,1.38,1.38,1.41,1.09,1.38,118.29,117.64,122.25,118.76,118.48,119.61,120.11,117.91,118.46,122.45,0.25,178.41,178.36,0.04,178.64,0.49,52.67,2.58,2.59,2.39,2.39,23.3,61.12,34.48,141.59,169.68,35.55,58.62,59.44,62.03,23.31,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.61,1252,1280.81,3225.36,3233.88,104.79,45.37,141.12,5.43,10.07,2,1,1,7.75,2.01,3.87,4.65,1.35,7.56,2,1,1,392.82,402.68,15.6,1.49,399.43,2.59,0.24,0.13,0.1,1.28,6.75,-100.15,0.35,-0.48,-0.27,-0.01,1754.67,408.16,283.18,270.82,10.39,1.4,239.32,3.34,0.87,0.24,0.22,94
R87,1.09,1.42,1.37,1.49,1.38,1.37,1.42,1.09,1.38,118.99,119.28,121.78,119.46,119.67,123.36,118.94,115.05,117.83,121.46,0.93,178.68,176.98,3.31,179.43,3.3,63.66,2.63,2.52,2.41,2.35,23.73,62,29.15,225.52,227.07,33.37,61.51,60.66,57.44,23.63,0.27,-0.29,0.35,-0.8,-0.81,0.35,-0.09,-0.09,-0.27,0.27,-0.25,-0.02,1100.12,1305.45,1283.34,3214.82,3201.38,54.41,90.96,120.03,6.64,3.51,2,1,1,8.55,1.35,7.91,8.55,1.35,7.91,2,1,1,799.25,829.05,6.92,1.87,766.9,1.52,0.06,0.04,0.04,1.33,85.87,48.18,-0.47,0.04,-0.29,0.02,1747.17,183.33,172.14,146,44.24,1.28,143.14,7.35,2.03,1.01,0.92,94
R104,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,38.97,81.21,0.14,-0.46,-0.26,-0.02,1737.13,95.22,247.09,233.04,25.5,1.35,211.26,3.8,1.03,0.33,0.28,94
R106,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.52,117.94,122.49,118.43,118.56,120.05,119.55,117.94,118.36,122.34,0.22,178.66,178.87,0.51,178.71,0.63,52.79,2.59,2.58,2.39,2.39,23.34,62.04,35.74,141.47,172.69,34.82,59.31,58.56,61.09,23.28,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.26,1384.46,1384.46,3232.51,3223.89,97.91,163.72,163.72,6.73,5.36,2,1,1,9.98,2.57,3.87,5.29,1.35,9.75,2,1,1,434.28,449.7,15.51,1.53,447.47,2.21,0.23,0.08,0.07,1.34,90.82,43.29,-0.51,0.15,-0.25,0.02,1731.24,74.34,232.88,209.46,28.92,1.37,191.23,5.49,2.12,0.28,0.26,94
R111,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.39,117.82,122.55,118.62,119.08,120.68,119.62,117.82,118.14,122.13,0.06,178.8,178.33,0.62,177.55,0.22,52.28,2.59,2.57,2.39,2.38,23.34,62.07,35.57,146.05,167.21,33.81,60.05,58.99,60.5,23.25,0.27,-0.28,0.32,-0.83,-0.83,0.33,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.67,1252.37,1252.37,3235.76,3237.19,99.89,154.52,154.52,4.27,4.58,2,1,1,8.84,1.47,3.89,4.93,1.35,7.63,2,1,1,408.26,420.03,15.68,1.51,413.46,2.65,0.24,0.11,0.09,1.34,87.83,44.15,-0.49,0.14,-0.27,0,1734.31,52.87,218.94,196.14,21.97,1.34,195.65,3.63,2.11,0.28,0.25,94
R130,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.34,88.87,43.1,-0.5,0.15,-0.27,0.01,1734.2,49.45,203.32,182.53,21.95,1.31,161.2,5.15,2.29,0.5,0.43,94
R131,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.33,51.89,50.27,-0.36,-0.16,-0.32,0,1752.73,50.1,191.24,161.83,39.33,1.33,158.15,3.83,2.56,0.51,0.44,94
R154,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.08,1.38,118.49,118.13,122.59,118.57,119.32,120.78,119.27,117.08,118.37,122.08,0.06,178.78,178.3,1.39,176.71,0.51,52.7,2.59,2.57,2.39,2.38,23.29,62.28,35.8,162.16,151.78,36.19,60.96,58.97,60.24,23.76,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.09,-0.08,-0.28,0.27,-0.25,-0.02,1522.69,1279.47,1252.94,3229.41,3243.51,100.07,233.63,101.09,5.97,2.72,2,1,1,5.03,1.35,7.53,10.26,1.92,4.58,2,1,1,427.27,443.34,15.41,1.52,435.46,2.02,0.23,0.11,0.08,1.3,0.51,72.03,0.42,-0.7,-0.28,-0.06,1731.84,374.69,296.69,274.56,20.27,1.45,261.75,18.05,0.61,0.19,0.16,94
R156,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.48,117.78,122.54,118.5,118.65,120.16,119.65,117.78,118.28,122.33,0.3,178.6,178.54,0.5,178.49,0.64,52.7,2.59,2.58,2.39,2.38,23.31,61.96,35.28,144.98,171.09,34.37,59.61,58.63,61.01,23.33,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1525.7,1384.93,1384.93,3229.56,3224.53,97.82,171.4,171.4,4.78,5.87,2,1,1,7.17,1.96,3.87,5.39,1.35,6.38,2,1,1,392.51,397.44,15.44,1.5,387.42,2.49,0.24,0.15,0.11,1.34,80.04,53.6,-0.44,0.03,-0.29,0,1743.25,89.92,175.49,146.86,41.4,1.3,143.14,3.51,3.38,0.69,0.58,94
R252,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,14.48,-112.58,0.33,-0.48,-0.25,-0.01,1763.37,427.31,297.52,280.57,5.08,1.44,237.35,3.28,1.1,0.2,0.19,94
R265,1.09,1.41,1.38,1.49,1.38,1.37,1.42,1.09,1.38,118.39,117.82,122.55,118.62,119.08,120.68,119.62,117.82,118.14,122.13,0.06,178.8,178.33,0.62,177.55,0.22,52.28,2.59,2.57,2.39,2.38,23.34,62.07,35.57,146.05,167.21,33.81,60.05,58.99,60.5,23.25,0.27,-0.28,0.32,-0.83,-0.83,0.33,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1521.67,1252.37,1252.37,3235.76,3237.19,99.89,154.52,154.52,4.27,4.58,2,1,1,8.84,1.47,3.89,4.93,1.35,7.63,2,1,1,408.26,420.03,15.68,1.51,413.46,2.65,0.24,0.11,0.09,1.34,88.87,43.1,-0.5,0.15,-0.27,0.01,1734.2,49.45,203.32,182.53,21.95,1.31,161.2,5.15,2.29,0.5,0.43,94
R301,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.97,117.08,123.7,119.14,119.14,119.12,119.2,117.17,120.62,130.11,0.18,178.96,177.07,0.54,177.47,2.42,53.07,2.82,2.81,2.4,2.4,48.03,47.19,40.9,183.65,177.79,39.67,60.95,61,47.95,46.64,-0.03,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.08,-0.03,-0.25,-0.03,1506.25,1280.54,1280.54,1516.58,1516.58,23.3,60.06,60.06,10.89,10.89,8.46,1.52,5.63,5.23,1.35,3.89,4.92,1.35,3.98,8.46,1.52,5.63,654.45,693.04,50.89,1.73,700.73,3.36,0.07,0.04,0.03,1.34,57.45,54.08,-0.24,-0.02,-0.23,0.02,1768.26,57.99,330.18,313.96,16.52,1.48,279.38,0.83,0.86,0.11,0.1,94
R341,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.52,117.94,122.49,118.43,118.56,120.05,119.55,117.94,118.36,122.34,0.22,178.66,178.87,0.51,178.71,0.63,52.79,2.59,2.58,2.39,2.39,23.34,62.04,35.74,141.47,172.69,34.82,59.31,58.56,61.09,23.28,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1526.26,1384.46,1384.46,3232.51,3223.89,97.91,163.72,163.72,6.73,5.36,2,1,1,9.98,2.57,3.87,5.29,1.35,9.75,2,1,1,434.28,449.7,15.51,1.53,447.47,2.21,0.23,0.08,0.07,1.34,88.87,43.1,-0.5,0.15,-0.27,0.01,1734.2,49.45,203.32,182.53,21.95,1.31,161.2,5.15,2.29,0.5,0.43,94
R21,1.08,1.42,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.24,116.39,122.09,119.72,119.02,119.1,121.43,118.12,118.5,122.77,1.82,174.58,172.85,0.71,178.93,0.76,53.26,2.56,2.6,2.37,2.4,23.3,60.96,35.25,144.54,148.47,37.98,58.69,0.09,62.07,23.38,0.28,-0.29,0.33,-0.84,-0.83,0.31,-0.08,-0.09,-0.28,0.28,-0.25,-0.02,1525.6,1253.13,1278.66,3247.6,3232.28,86.69,134.12,189.22,2.22,4.14,2,1,1,6.8,1.35,4.84,4.48,1.35,6.14,2,1,1,382.79,391.99,20.42,1.48,388.4,3.08,0.24,0.16,0.11,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,94.1
R233,1.49,1.42,1.38,1.49,1.38,1.36,1.44,1.49,1.38,119.89,118.54,121.95,120.07,121.24,125.48,119.5,113.38,122.01,121.13,4.04,177.26,175.54,4.4,173.73,7.56,88.45,2.83,2.78,2.41,2.34,42.83,43.89,28.03,233.67,212.14,36.2,66.33,58.15,50.27,44.48,-0.06,-0.08,0.36,-0.81,-0.8,0.38,-0.11,-0.09,-0.07,-0.06,-0.25,-0.01,1111.83,1280.38,1280.38,1332.87,1332.87,14.73,156.21,156.21,26.89,26.89,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,763.3,846.47,6.88,1.76,806.88,1.34,0.06,0.04,0.04,1.34,80.67,38.82,-0.47,0.15,-0.25,-0.01,1739.16,133.41,250.16,233.73,24.06,1.36,211.26,4.14,1.02,0.33,0.28,94.1
R16,1.49,1.42,1.38,1.49,1.38,1.36,1.44,1.49,1.38,119.89,118.54,121.95,120.07,121.24,125.48,119.5,113.38,122.01,121.13,4.04,177.26,175.54,4.4,173.73,7.56,88.45,2.83,2.78,2.41,2.34,42.83,43.89,28.03,233.67,212.14,36.2,66.33,58.15,50.27,44.48,-0.06,-0.08,0.36,-0.81,-0.8,0.38,-0.11,-0.09,-0.07,-0.06,-0.25,-0.01,1111.83,1280.38,1280.38,1332.87,1332.87,14.73,156.21,156.21,26.89,26.89,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,763.3,846.47,6.88,1.76,806.88,1.34,0.06,0.04,0.04,1.34,82.8,39.02,-0.48,0.15,-0.26,-0.01,1733.48,165.36,282.66,265.79,23.82,1.41,237.3,4.15,1.11,0.18,0.17,94.2
R232,1.08,1.41,1.38,1.49,1.38,1.39,1.41,1.08,1.38,118.51,118.19,122.63,118.64,119.36,119.99,119.17,117.01,118.54,122.97,0.42,178.74,177.72,0.8,178.81,0.85,52.99,2.6,2.58,2.4,2.39,23.29,62.34,37.69,148.9,159.35,36.33,59.72,8.49,61.26,23.19,0.27,-0.28,0.31,-0.84,-0.83,0.32,-0.08,-0.08,-0.27,0.28,-0.25,-0.02,1524.13,1278.68,1248.65,3235.85,3252.78,86.87,208.5,117.51,5.32,2.62,2,1,1,9.92,1.35,5.86,9.91,1.35,5.23,2,1,1,418.32,422.2,22.09,1.54,422.42,1.34,0.25,0.09,0.07,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,94.2
R26,1.08,1.41,1.38,1.49,1.38,1.39,1.41,1.08,1.38,118.51,118.19,122.63,118.64,119.36,119.99,119.17,117.01,118.54,122.97,0.42,178.74,177.72,0.8,178.81,0.85,52.99,2.6,2.58,2.4,2.39,23.29,62.34,37.69,148.9,159.35,36.33,59.72,8.49,61.26,23.19,0.27,-0.28,0.31,-0.84,-0.83,0.32,-0.08,-0.08,-0.27,0.28,-0.25,-0.02,1524.13,1278.68,1248.65,3235.85,3252.78,86.87,208.5,117.51,5.32,2.62,2,1,1,9.92,1.35,5.86,9.91,1.35,5.23,2,1,1,418.32,422.2,22.09,1.54,422.42,1.34,0.25,0.09,0.07,1.34,42.3,87.39,0.15,-0.5,-0.26,-0.01,1734.78,47.04,250.47,233.86,22.08,1.36,211.26,5.17,1.68,0.24,0.21,94.3
R222,1.49,1.42,1.38,1.49,1.38,1.36,1.44,1.49,1.38,119.89,118.54,121.95,120.07,121.24,125.48,119.5,113.38,122.01,121.13,4.04,177.26,175.54,4.4,173.73,7.56,88.45,2.83,2.78,2.41,2.34,42.83,43.89,28.03,233.67,212.14,36.2,66.33,58.15,50.27,44.48,-0.06,-0.08,0.36,-0.81,-0.8,0.38,-0.11,-0.09,-0.07,-0.06,-0.25,-0.01,1111.83,1280.38,1280.38,1332.87,1332.87,14.73,156.21,156.21,26.89,26.89,6.36,1.5,3.15,7.48,1.52,6.53,7.48,1.52,6.53,6.36,1.5,3.15,763.3,846.47,6.88,1.76,806.88,1.34,0.06,0.04,0.04,1.34,84.04,38.68,-0.48,0.15,-0.27,0.01,1736.36,157.22,203.2,182.46,23.73,1.31,161.2,4.14,1.7,0.65,0.54,94.3
R8,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.37,117.01,122.63,119.16,118.76,119.34,120.33,117.97,118.51,122.68,1.19,177.2,177.13,0.37,178.8,0.17,52.97,2.57,2.59,2.38,2.39,23.24,61.75,35.45,139.68,159.85,37.25,58.77,0.12,62.2,23.31,0.28,-0.28,0.32,-0.83,-0.84,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1523.44,1251.73,1279.56,3232.85,3229.84,89.89,130.68,163.93,1.46,2.7,2,1,1,4.86,1.35,5.88,4.31,1.35,6.33,2,1,1,367.38,374.12,21.11,1.46,374.38,3.27,0.25,0.18,0.12,1.34,53.58,79.9,0.03,-0.44,-0.29,0,1740.59,88.62,175.48,146.85,41.41,1.3,143.14,3.49,3.39,0.69,0.58,94.8
R217,1.5,1.43,1.38,1.49,1.38,1.37,1.43,1.5,1.38,120.66,119.15,122.07,119.82,119.76,124.04,118.7,113.57,118.77,122.27,1.9,178.48,178.18,2.36,175.07,1.02,68.12,2.86,2.7,2.42,2.34,171.71,51.37,28.88,223.65,231.75,34.79,62.87,59.93,49.15,173.78,-0.72,-0.06,0.36,-0.81,-0.81,0.36,-0.09,-0.09,-0.05,-0.71,-0.25,-0.01,1249.86,1281.58,1281.58,1147.93,1145.58,24.87,222.83,222.83,50.98,62.2,3,1.5,2.03,7.48,1.52,6.53,7.48,1.52,6.53,3,1.5,2.03,657.97,716.17,6.12,1.7,682.74,0.64,0.07,0.06,0.05,1.33,86.86,47.29,-0.47,0.05,-0.29,0.02,1753.9,139.7,172.01,145.99,44.2,1.28,143.14,6.34,2.04,1.01,0.92,94.8
R22,1.36,1.44,1.86,1.5,1.39,1.86,1.44,1.35,1.38,114.13,111.8,118.38,124.02,120.42,116.1,129.59,125.3,115.5,118.61,3.72,171.31,173.48,8.05,173.37,6.48,93.27,2.73,3.11,2.74,2.94,178.03,32.26,50.07,377.81,390.68,52.06,34.73,39.54,31.11,181.73,-0.57,0.34,-0.36,0.91,0.9,-0.36,0,-0.03,0.34,-0.57,-0.25,-0.02,1093.23,1230.97,1265.86,1230.97,1265.86,13.44,137.29,165.64,129.78,165.64,5.15,1.35,4.16,7.12,2.38,5.84,7.12,2.38,5.84,5.15,1.35,4.16,716.44,788.04,5.8,1.74,738.85,3.63,0.07,0.05,0.04,1.33,61.66,47.91,-0.38,0,-0.31,-0.01,1738.29,229.01,150.24,125.17,46.99,1.24,129.12,10.36,3.09,1.18,0.88,94.9
R168,1.09,1.41,1.38,1.49,1.38,1.38,1.41,1.09,1.38,118.41,116.44,122.46,120.07,119.36,118.82,120.98,118.25,118.56,122.93,0.01,175.98,171.73,0.4,178.82,0.29,53.94,2.56,2.6,2.38,2.4,24.17,60.41,37.27,156.22,145.93,38.48,58.37,0.91,62.23,23.19,0.27,-0.27,0.33,-0.84,-0.83,0.31,-0.08,-0.08,-0.28,0.28,-0.25,-0.02,1522.83,1243.98,1277.75,3226.17,3229.65,87.56,25.47,159.85,6.24,3.46,2,1,1,7.43,1.35,7.03,5.43,1.35,6.27,2,1,1,416.63,438.08,21.3,1.49,436.45,2.07,0.22,0.12,0.09,1.34,42.65,89.35,0.15,-0.5,-0.27,0.01,1733.89,52.63,203.37,182.54,21.95,1.31,161.2,5.17,2.3,0.5,0.43,94.9
R80,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.28,14.59,-109.77,0.33,-0.49,-0.25,-0.01,1756.74,381.68,246.28,230.67,5.88,1.35,213.25,3.59,1.99,0.21,0.2,95
R91,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.34,34.22,56.81,-0.11,-0.23,-0.32,0.01,1755.22,283.49,141.76,118.05,48.12,1.22,116.12,8.27,2.49,1.81,1.1,95
R95,1.09,1.41,1.38,1.49,1.38,1.37,1.41,1.09,1.38,118.47,117.77,122.55,118.5,118.63,120.18,119.65,117.77,118.3,122.3,0.64,178.79,178.7,0.71,178.28,0.65,52.59,2.59,2.58,2.39,2.39,23.35,62.15,35.66,140.62,171.02,34.78,59.36,58.71,60.88,23.38,0.27,-0.28,0.32,-0.83,-0.83,0.32,-0.08,-0.09,-0.28,0.27,-0.25,-0.02,1523.48,1386.47,1386.47,3224.64,3230.77,95.25,157.78,157.78,5.26,8.49,2,1,1,6.57,1.35,3.87,4.58,1.35,5.49,2,1,1,354.56,360.63,15.63,1.45,359.37,2.33,0.26,0.2,0.13,1.35,57.04,62.91,-0.2,0.05,-0.27,-0.02,1751.43,44.03,251.68,229.55,41.26,1.39,219.24,2.78,0.77,0.35,0.26,95
R97,1.09,1.43,1.85,1.5,1.39,1.86,1.42,1.09,1.39,119.37,116.92,118.89,121.57,120,117.79,123.01,122.67,119.54,119.51,8.88,176.85,173.4,2.68,179.27,2.68,79.94,2.89,3.03,2.8,2.89,22.91,32.27,21.11,279.74,297.99,19.05,17.47,20.3,34.65,23.92,0.27,-0.25,-0.33,0.9,0.91,-0.33,-0.02,-0.04,-0.25,0.27,-0.25,-0.02,1228.08,1197.56,1173.07,3219.05,3224.22,0.88,1.52,1.48,13.64,3.74,2,1,1,7.12,2.38,5.84,7.12,2.38,5.84,2,1,1,597.92,662.43,0,1.63,622.69,3.09,0.09,0.06,0.06,1.34,16.27,70.84,0.11,-0.42,-0.32,0,1728.23,354.9,187.54,159.32,53.11,1.32,158.15,7.23,2,0.55,0.46,95
R161,1.49,1.42,1.39,1.49,1.38,1.39,1.42,1.49,1.38,120.86,117.03,123.74,119.32,118.94,119.22,119.2,116.97,120.52,129.27,0.78,178.87,178.65,0.79,178.11,0.53,52.45,2.82,2.81,2.39,2.39,51.53,49.44,39.7,184.4,178.22,38.49,60.68,60.86,50.33,51.01,-0.01,-0.08,0.33,-0.82,-0.83,0.33,-0.07,-0.07,-0.09,-0.01,-0.23,-0.04,1505.32,1276.54,1276.54,1516.81,1516.81,47.38,119.67,119.67,6.97,6.97,6.4,1.53,5.61,5.23,1.35,3.89,4.92,1.35,3.98,6.4,1.53,5.61,650.7,692.74,49.81,1.72,700.73,3.71,0.07,0.04,0.04,1.34,39.44,83.97,0.14,-0.47,-0.26,0.01,1741.03,133.49,229.81,208.68,32.43,1.35,191.23,3.66,1.34,0.38,0.33,95
R189,1.5,1.43,1.38,1.49,1.38,1.38,1.42,1.5,1.38,119.09,116.93,122.83,118.97,118.78,119.02,120.22,117.85,119.27,123.11,0.1,177.94,176.04,0.56,179.81,1.61,53.05,2.78,2.8,2.39,2.4,174.92,50.47,34.07,145.81,170.46,35.66,58.5,60.65,50.47,173.89,-0.71,-0.06,0.34,-0.83,-0.83,0.33,-0.07,-0.08,-0.06,-0.72,-0.25,-0.01,1514.86,1268.57,1281.21,1142.19,1133.9,69.11,55.67,224.42,73.62,49.91,2.99,1.5,2.04,9.68,1.35,11.12,10.56,1.66,8.01,2.99,1.5,2.04,661.57,689.16,14.09,1.75,661.72,4.6,0.1,0.04,0.04,1.27,17.22,-167.82,0.23,-0.41,-0.26,-0.02,1797.87,149.14,252.09,227.26,25.87,1.4,205.26,4.51,1.28,0.34,0.3,95
