ID,Spectral_Integral,CN_IP,CN_EA,NN_IP,NN_EA,CN_HOMO,CN_LUMO,NN_HOMO,NN_LUMO,lCN_C_mull,lCN_N_mull,lNN_N1_mull,lNN_N2_mull
CN5_NN4,43280.15667,8.0948,0.3967,8.3098,0.4975,-3.3074,-3.1685,-3.4238,-3.3076,-0.05101,-0.32254,-0.30517,-0.30524
CN5_NN40,830518.1092,8.0948,0.3967,4.0661,-3.8674,-3.3074,-3.1685,1.1956,1.222,-0.05101,-0.32254,-0.36915,-0.33841
CN5_NN41,1133811.974,8.0948,0.3967,4.9774,-2.0076,-3.3074,-3.1685,-0.853,-0.5321,-0.05101,-0.32254,-0.34304,-0.28755
CN5_NN43,734482.3086,8.0948,0.3967,8.0072,0.7224,-3.3074,-3.1685,-4.2325,-4.1748,-0.05101,-0.32254,-0.30467,-0.30466
CN5_NN47,1108904.066,8.0948,0.3967,8.1354,0.7699,-3.3074,-3.1685,-3.8641,-3.75,-0.05101,-0.32254,-0.30405,-0.30405
CN5_NN5,401014.5647,8.0948,0.3967,7.9994,1.1548,-3.3074,-3.1685,-4.4335,-4.1976,-0.05101,-0.32254,-0.30736,-0.30881
CN5_NN6,655593.2301,8.0948,0.3967,8.3099,0.6692,-3.3074,-3.1685,-3.7979,-3.7104,-0.05101,-0.32254,-0.31137,-0.31163
CN5_NN8,826896.303,8.0948,0.3967,8.289,0.5705,-3.3074,-3.1685,-3.751,-3.7174,-0.05101,-0.32254,-0.30854,-0.3085
CN54_NN16,343305.4215,8.0313,0.2575,8.3286,0.767,-3.342,-3.2787,-3.5813,-3.4765,-0.04722,-0.31856,-0.31049,-0.31056
CN54_NN2,256892.3056,8.0313,0.2575,8.3959,0.5129,-3.342,-3.2787,-3.5558,-3.4929,-0.04722,-0.31856,-0.31246,-0.313
CN54_NN20,617341.2981,8.0313,0.2575,7.981,0.8474,-3.342,-3.2787,-3.947,-3.8515,-0.04722,-0.31856,-0.30166,-0.30171
CN54_NN21,6074.606557,8.0313,0.2575,7.8492,1.5286,-3.342,-3.2787,-4.655,-4.0396,-0.04722,-0.31856,-0.31417,-0.31568
CN54_NN24,434921.8879,8.0313,0.2575,7.6441,1.3633,-3.342,-3.2787,-4.6219,-4.4411,-0.04722,-0.31856,-0.29522,-0.29521
CN54_NN26,388876.2522,8.0313,0.2575,8.1436,0.7923,-3.342,-3.2787,-3.6579,-3.5401,-0.04722,-0.31856,-0.30979,-0.30847
CN54_NN27,264183.3909,8.0313,0.2575,8.1008,1.1642,-3.342,-3.2787,-4.1943,-4.0623,-0.04722,-0.31856,-0.29912,-0.29912
CN54_NN3,648354.6982,8.0313,0.2575,8.2182,0.4789,-3.342,-3.2787,-3.5201,-3.4483,-0.04722,-0.31856,-0.31234,-0.31233
CN54_NN34,692071.4067,8.0313,0.2575,8.086,0.7446,-3.342,-3.2787,-3.6716,-3.6051,-0.04722,-0.31856,-0.30053,-0.30049
CN54_NN37,19698.37586,8.0313,0.2575,8.4752,0.6759,-3.342,-3.2787,-3.4072,-2.9272,-0.04722,-0.31856,-0.3177,-0.31788
CN54_NN4,23016.84163,8.0313,0.2575,8.3098,0.4975,-3.342,-3.2787,-3.4238,-3.3076,-0.04722,-0.31856,-0.30517,-0.30524
CN54_NN40,976614.0763,8.0313,0.2575,4.0661,-3.8674,-3.342,-3.2787,1.1956,1.222,-0.04722,-0.31856,-0.36915,-0.33841
CN54_NN42,353416.3683,8.0313,0.2575,4.6889,-2.1237,-3.342,-3.2787,-0.5179,0.0024,-0.04722,-0.31856,-0.33576,-0.28946
CN54_NN5,240878.2116,8.0313,0.2575,7.9994,1.1548,-3.342,-3.2787,-4.4335,-4.1976,-0.04722,-0.31856,-0.30736,-0.30881
CN54_NN6,295720.3504,8.0313,0.2575,8.3099,0.6692,-3.342,-3.2787,-3.7979,-3.7104,-0.04722,-0.31856,-0.31137,-0.31163
CN63_NN1,520227.7524,7.6384,1.0923,8.5496,0.4248,-4.3995,-4.057,-3.1219,-2.5647,-0.04005,-0.31571,-0.32717,-0.32754
CN63_NN14,58811.86065,7.6384,1.0923,8.8802,2.4807,-4.3995,-4.057,-5.0957,-4.2565,-0.04005,-0.31571,-0.27783,-0.27787
CN63_NN2,1172447.145,7.6384,1.0923,8.3959,0.5129,-4.3995,-4.057,-3.5558,-3.4929,-0.04005,-0.31571,-0.31246,-0.313
CN63_NN20,1949983.035,7.6384,1.0923,7.981,0.8474,-4.3995,-4.057,-3.947,-3.8515,-0.04005,-0.31571,-0.30166,-0.30171
CN63_NN21,151511.4255,7.6384,1.0923,7.8492,1.5286,-4.3995,-4.057,-4.655,-4.0396,-0.04005,-0.31571,-0.31417,-0.31568
CN63_NN24,870405.4959,7.6384,1.0923,7.6441,1.3633,-4.3995,-4.057,-4.6219,-4.4411,-0.04005,-0.31571,-0.29522,-0.29521
CN63_NN26,936341.3344,7.6384,1.0923,8.1436,0.7923,-4.3995,-4.057,-3.6579,-3.5401,-0.04005,-0.31571,-0.30979,-0.30847
CN63_NN27,759257.2863,7.6384,1.0923,8.1008,1.1642,-4.3995,-4.057,-4.1943,-4.0623,-0.04005,-0.31571,-0.29912,-0.29912
CN63_NN3,1865482.344,7.6384,1.0923,8.2182,0.4789,-4.3995,-4.057,-3.5201,-3.4483,-0.04005,-0.31571,-0.31234,-0.31233
CN63_NN33,1729730.109,7.6384,1.0923,8.1078,0.8006,-4.3995,-4.057,-3.7366,-3.6003,-0.04005,-0.31571,-0.30808,-0.30812
CN63_NN37,184856.6591,7.6384,1.0923,8.4752,0.6759,-4.3995,-4.057,-3.4072,-2.9272,-0.04005,-0.31571,-0.3177,-0.31788
CN63_NN4,197061.0264,7.6384,1.0923,8.3098,0.4975,-4.3995,-4.057,-3.4238,-3.3076,-0.04005,-0.31571,-0.30517,-0.30524
CN63_NN40,1776559.114,7.6384,1.0923,4.0661,-3.8674,-4.3995,-4.057,1.1956,1.222,-0.04005,-0.31571,-0.36915,-0.33841
CN63_NN42,714788.995,7.6384,1.0923,4.6889,-2.1237,-4.3995,-4.057,-0.5179,0.0024,-0.04005,-0.31571,-0.33576,-0.28946
CN63_NN47,1910726.097,7.6384,1.0923,8.1354,0.7699,-4.3995,-4.057,-3.8641,-3.75,-0.04005,-0.31571,-0.30405,-0.30405
CN63_NN6,1446148.883,7.6384,1.0923,8.3099,0.6692,-4.3995,-4.057,-3.7979,-3.7104,-0.04005,-0.31571,-0.31137,-0.31163
CN63_NN7,149792.541,7.6384,1.0923,9.252,1.4466,-4.3995,-4.057,-4.3783,-4.279,-0.04005,-0.31571,-0.2966,-0.29661
CN63_NN8,1607406.597,7.6384,1.0923,8.289,0.5705,-4.3995,-4.057,-3.751,-3.7174,-0.04005,-0.31571,-0.30854,-0.3085
CN64_NN14,9636.96599,8.5472,0.3545,8.8802,2.4807,-3.0802,-2.509,-5.0957,-4.2565,-0.05295,-0.33173,-0.27783,-0.27787
CN64_NN21,16168.4991,8.5472,0.3545,7.8492,1.5286,-3.0802,-2.509,-4.655,-4.0396,-0.05295,-0.33173,-0.31417,-0.31568
CN64_NN24,742262.4729,8.5472,0.3545,7.6441,1.3633,-3.0802,-2.509,-4.6219,-4.4411,-0.05295,-0.33173,-0.29522,-0.29521
CN64_NN26,567289.6888,8.5472,0.3545,8.1436,0.7923,-3.0802,-2.509,-3.6579,-3.5401,-0.05295,-0.33173,-0.30979,-0.30847
CN64_NN27,459422.6635,8.5472,0.3545,8.1008,1.1642,-3.0802,-2.509,-4.1943,-4.0623,-0.05295,-0.33173,-0.29912,-0.29912
CN64_NN3,663919.1003,8.5472,0.3545,8.2182,0.4789,-3.0802,-2.509,-3.5201,-3.4483,-0.05295,-0.33173,-0.31234,-0.31233
CN64_NN33,1097567.947,8.5472,0.3545,8.1078,0.8006,-3.0802,-2.509,-3.7366,-3.6003,-0.05295,-0.33173,-0.30808,-0.30812
CN64_NN34,553489.3278,8.5472,0.3545,8.086,0.7446,-3.0802,-2.509,-3.6716,-3.6051,-0.05295,-0.33173,-0.30053,-0.30049
CN64_NN37,9098.111794,8.5472,0.3545,8.4752,0.6759,-3.0802,-2.509,-3.4072,-2.9272,-0.05295,-0.33173,-0.3177,-0.31788
CN64_NN4,8937.269177,8.5472,0.3545,8.3098,0.4975,-3.0802,-2.509,-3.4238,-3.3076,-0.05295,-0.33173,-0.30517,-0.30524
CN64_NN40,1397268.196,8.5472,0.3545,4.0661,-3.8674,-3.0802,-2.509,1.1956,1.222,-0.05295,-0.33173,-0.36915,-0.33841
CN64_NN43,285135.0983,8.5472,0.3545,8.0072,0.7224,-3.0802,-2.509,-4.2325,-4.1748,-0.05295,-0.33173,-0.30467,-0.30466
CN64_NN47,554986.2086,8.5472,0.3545,8.1354,0.7699,-3.0802,-2.509,-3.8641,-3.75,-0.05295,-0.33173,-0.30405,-0.30405
CN64_NN5,367990.7282,8.5472,0.3545,7.9994,1.1548,-3.0802,-2.509,-4.4335,-4.1976,-0.05295,-0.33173,-0.30736,-0.30881
CN64_NN7,11066.9255,8.5472,0.3545,9.252,1.4466,-3.0802,-2.509,-4.3783,-4.279,-0.05295,-0.33173,-0.2966,-0.29661
CN65_NN1,95745.98049,8.4194,0.3931,8.5496,0.4248,-3.266,-3.1349,-3.1219,-2.5647,-0.0519,-0.3255,-0.32717,-0.32754
CN65_NN14,27944.24971,8.4194,0.3931,8.8802,2.4807,-3.266,-3.1349,-5.0957,-4.2565,-0.0519,-0.3255,-0.27783,-0.27787
CN65_NN16,216694.1233,8.4194,0.3931,8.3286,0.767,-3.266,-3.1349,-3.5813,-3.4765,-0.0519,-0.3255,-0.31049,-0.31056
CN65_NN2,166436.9219,8.4194,0.3931,8.3959,0.5129,-3.266,-3.1349,-3.5558,-3.4929,-0.0519,-0.3255,-0.31246,-0.313
CN65_NN20,696181.6003,8.4194,0.3931,7.981,0.8474,-3.266,-3.1349,-3.947,-3.8515,-0.0519,-0.3255,-0.30166,-0.30171
CN65_NN21,7060.338185,8.4194,0.3931,7.8492,1.5286,-3.266,-3.1349,-4.655,-4.0396,-0.0519,-0.3255,-0.31417,-0.31568
CN65_NN24,421096.4146,8.4194,0.3931,7.6441,1.3633,-3.266,-3.1349,-4.6219,-4.4411,-0.0519,-0.3255,-0.29522,-0.29521
CN65_NN3,328177.4469,8.4194,0.3931,8.2182,0.4789,-3.266,-3.1349,-3.5201,-3.4483,-0.0519,-0.3255,-0.31234,-0.31233
CN65_NN33,514053.7047,8.4194,0.3931,8.1078,0.8006,-3.266,-3.1349,-3.7366,-3.6003,-0.0519,-0.3255,-0.30808,-0.30812
CN65_NN37,21016.67077,8.4194,0.3931,8.4752,0.6759,-3.266,-3.1349,-3.4072,-2.9272,-0.0519,-0.3255,-0.3177,-0.31788
CN65_NN4,18787.8517,8.4194,0.3931,8.3098,0.4975,-3.266,-3.1349,-3.4238,-3.3076,-0.0519,-0.3255,-0.30517,-0.30524
CN65_NN40,868087.2473,8.4194,0.3931,4.0661,-3.8674,-3.266,-3.1349,1.1956,1.222,-0.0519,-0.3255,-0.36915,-0.33841
CN65_NN41,559335.8859,8.4194,0.3931,4.9774,-2.0076,-3.266,-3.1349,-0.853,-0.5321,-0.0519,-0.3255,-0.34304,-0.28755
CN65_NN42,267897.4516,8.4194,0.3931,4.6889,-2.1237,-3.266,-3.1349,-0.5179,0.0024,-0.0519,-0.3255,-0.33576,-0.28946
CN65_NN43,159091.9247,8.4194,0.3931,8.0072,0.7224,-3.266,-3.1349,-4.2325,-4.1748,-0.0519,-0.3255,-0.30467,-0.30466
CN65_NN47,295929.8707,8.4194,0.3931,8.1354,0.7699,-3.266,-3.1349,-3.8641,-3.75,-0.0519,-0.3255,-0.30405,-0.30405
CN65_NN5,156049.9966,8.4194,0.3931,7.9994,1.1548,-3.266,-3.1349,-4.4335,-4.1976,-0.0519,-0.3255,-0.30736,-0.30881
CN65_NN6,152958.896,8.4194,0.3931,8.3099,0.6692,-3.266,-3.1349,-3.7979,-3.7104,-0.0519,-0.3255,-0.31137,-0.31163
CN65_NN7,23187.70689,8.4194,0.3931,9.252,1.4466,-3.266,-3.1349,-4.3783,-4.279,-0.0519,-0.3255,-0.2966,-0.29661
CN65_NN8,114990.5162,8.4194,0.3931,8.289,0.5705,-3.266,-3.1349,-3.751,-3.7174,-0.0519,-0.3255,-0.30854,-0.3085
CN66_NN1,561850.1097,8.3552,0.3228,8.5496,0.4248,-3.2139,-3.0923,-3.1219,-2.5647,-0.05173,-0.32564,-0.32717,-0.32754
CN66_NN14,13609.64651,8.3552,0.3228,8.8802,2.4807,-3.2139,-3.0923,-5.0957,-4.2565,-0.05173,-0.32564,-0.27783,-0.27787
CN66_NN16,933737.4408,8.3552,0.3228,8.3286,0.767,-3.2139,-3.0923,-3.5813,-3.4765,-0.05173,-0.32564,-0.31049,-0.31056
CN66_NN20,333791.8236,8.3552,0.3228,7.981,0.8474,-3.2139,-3.0923,-3.947,-3.8515,-0.05173,-0.32564,-0.30166,-0.30171
CN66_NN24,1494709.647,8.3552,0.3228,7.6441,1.3633,-3.2139,-3.0923,-4.6219,-4.4411,-0.05173,-0.32564,-0.29522,-0.29521
CN66_NN27,1040944.404,8.3552,0.3228,8.1008,1.1642,-3.2139,-3.0923,-4.1943,-4.0623,-0.05173,-0.32564,-0.29912,-0.29912
CN66_NN3,1322702.728,8.3552,0.3228,8.2182,0.4789,-3.2139,-3.0923,-3.5201,-3.4483,-0.05173,-0.32564,-0.31234,-0.31233
CN66_NN33,1381671.792,8.3552,0.3228,8.1078,0.8006,-3.2139,-3.0923,-3.7366,-3.6003,-0.05173,-0.32564,-0.30808,-0.30812
CN66_NN34,588072.6304,8.3552,0.3228,8.086,0.7446,-3.2139,-3.0923,-3.6716,-3.6051,-0.05173,-0.32564,-0.30053,-0.30049
CN66_NN37,7841.283976,8.3552,0.3228,8.4752,0.6759,-3.2139,-3.0923,-3.4072,-2.9272,-0.05173,-0.32564,-0.3177,-0.31788
CN66_NN4,27843.96795,8.3552,0.3228,8.3098,0.4975,-3.2139,-3.0923,-3.4238,-3.3076,-0.05173,-0.32564,-0.30517,-0.30524
CN66_NN40,771191.7014,8.3552,0.3228,4.0661,-3.8674,-3.2139,-3.0923,1.1956,1.222,-0.05173,-0.32564,-0.36915,-0.33841
CN66_NN41,1036815.795,8.3552,0.3228,4.9774,-2.0076,-3.2139,-3.0923,-0.853,-0.5321,-0.05173,-0.32564,-0.34304,-0.28755
CN66_NN42,478948.3418,8.3552,0.3228,4.6889,-2.1237,-3.2139,-3.0923,-0.5179,0.0024,-0.05173,-0.32564,-0.33576,-0.28946
CN66_NN43,871320.3379,8.3552,0.3228,8.0072,0.7224,-3.2139,-3.0923,-4.2325,-4.1748,-0.05173,-0.32564,-0.30467,-0.30466
CN66_NN8,610565.9053,8.3552,0.3228,8.289,0.5705,-3.2139,-3.0923,-3.751,-3.7174,-0.05173,-0.32564,-0.30854,-0.3085
CN67_NN1,1186026.12,8.67,0.7769,8.5496,0.4248,-3.7184,-3.6159,-3.1219,-2.5647,-0.04313,-0.31815,-0.32717,-0.32754
CN67_NN16,1782203.465,8.67,0.7769,8.3286,0.767,-3.7184,-3.6159,-3.5813,-3.4765,-0.04313,-0.31815,-0.31049,-0.31056
CN67_NN2,1030896.247,8.67,0.7769,8.3959,0.5129,-3.7184,-3.6159,-3.5558,-3.4929,-0.04313,-0.31815,-0.31246,-0.313
CN67_NN20,282259.8005,8.67,0.7769,7.981,0.8474,-3.7184,-3.6159,-3.947,-3.8515,-0.04313,-0.31815,-0.30166,-0.30171
CN67_NN21,33456.32456,8.67,0.7769,7.8492,1.5286,-3.7184,-3.6159,-4.655,-4.0396,-0.04313,-0.31815,-0.31417,-0.31568
CN67_NN24,808548.0116,8.67,0.7769,7.6441,1.3633,-3.7184,-3.6159,-4.6219,-4.4411,-0.04313,-0.31815,-0.29522,-0.29521
CN67_NN27,1695691.08,8.67,0.7769,8.1008,1.1642,-3.7184,-3.6159,-4.1943,-4.0623,-0.04313,-0.31815,-0.29912,-0.29912
CN67_NN34,238302.1033,8.67,0.7769,8.086,0.7446,-3.7184,-3.6159,-3.6716,-3.6051,-0.04313,-0.31815,-0.30053,-0.30049
CN67_NN37,42091.16879,8.67,0.7769,8.4752,0.6759,-3.7184,-3.6159,-3.4072,-2.9272,-0.04313,-0.31815,-0.3177,-0.31788
CN67_NN4,45724.9206,8.67,0.7769,8.3098,0.4975,-3.7184,-3.6159,-3.4238,-3.3076,-0.04313,-0.31815,-0.30517,-0.30524
CN67_NN40,829937.6884,8.67,0.7769,4.0661,-3.8674,-3.7184,-3.6159,1.1956,1.222,-0.04313,-0.31815,-0.36915,-0.33841
CN67_NN41,1087245.019,8.67,0.7769,4.9774,-2.0076,-3.7184,-3.6159,-0.853,-0.5321,-0.04313,-0.31815,-0.34304,-0.28755
CN67_NN43,491495.5833,8.67,0.7769,8.0072,0.7224,-3.7184,-3.6159,-4.2325,-4.1748,-0.04313,-0.31815,-0.30467,-0.30466
CN67_NN47,478924.0771,8.67,0.7769,8.1354,0.7699,-3.7184,-3.6159,-3.8641,-3.75,-0.04313,-0.31815,-0.30405,-0.30405
CN67_NN5,494098.1343,8.67,0.7769,7.9994,1.1548,-3.7184,-3.6159,-4.4335,-4.1976,-0.04313,-0.31815,-0.30736,-0.30881
CN67_NN7,21109.0056,8.67,0.7769,9.252,1.4466,-3.7184,-3.6159,-4.3783,-4.279,-0.04313,-0.31815,-0.2966,-0.29661
CN68_NN1,281890.3937,8.3441,0.48,8.5496,0.4248,-3.3823,-3.2324,-3.1219,-2.5647,-0.05214,-0.32329,-0.32717,-0.32754
CN68_NN14,14593.07117,8.3441,0.48,8.8802,2.4807,-3.3823,-3.2324,-5.0957,-4.2565,-0.05214,-0.32329,-0.27783,-0.27787
CN68_NN16,692633.2766,8.3441,0.48,8.3286,0.767,-3.3823,-3.2324,-3.5813,-3.4765,-0.05214,-0.32329,-0.31049,-0.31056
CN68_NN2,543303.8395,8.3441,0.48,8.3959,0.5129,-3.3823,-3.2324,-3.5558,-3.4929,-0.05214,-0.32329,-0.31246,-0.313
CN68_NN20,572918.245,8.3441,0.48,7.981,0.8474,-3.3823,-3.2324,-3.947,-3.8515,-0.05214,-0.32329,-0.30166,-0.30171
CN68_NN21,21273.88557,8.3441,0.48,7.8492,1.5286,-3.3823,-3.2324,-4.655,-4.0396,-0.05214,-0.32329,-0.31417,-0.31568
CN68_NN24,1248489.771,8.3441,0.48,7.6441,1.3633,-3.3823,-3.2324,-4.6219,-4.4411,-0.05214,-0.32329,-0.29522,-0.29521
CN68_NN26,854317.4347,8.3441,0.48,8.1436,0.7923,-3.3823,-3.2324,-3.6579,-3.5401,-0.05214,-0.32329,-0.30979,-0.30847
CN68_NN27,677930.0856,8.3441,0.48,8.1008,1.1642,-3.3823,-3.2324,-4.1943,-4.0623,-0.05214,-0.32329,-0.29912,-0.29912
CN68_NN34,763116.0238,8.3441,0.48,8.086,0.7446,-3.3823,-3.2324,-3.6716,-3.6051,-0.05214,-0.32329,-0.30053,-0.30049
CN68_NN37,10912.96841,8.3441,0.48,8.4752,0.6759,-3.3823,-3.2324,-3.4072,-2.9272,-0.05214,-0.32329,-0.3177,-0.31788
CN68_NN40,1457093.488,8.3441,0.48,4.0661,-3.8674,-3.3823,-3.2324,1.1956,1.222,-0.05214,-0.32329,-0.36915,-0.33841
CN68_NN41,1603613.966,8.3441,0.48,4.9774,-2.0076,-3.3823,-3.2324,-0.853,-0.5321,-0.05214,-0.32329,-0.34304,-0.28755
CN68_NN42,530774.383,8.3441,0.48,4.6889,-2.1237,-3.3823,-3.2324,-0.5179,0.0024,-0.05214,-0.32329,-0.33576,-0.28946
CN68_NN43,514672.0423,8.3441,0.48,8.0072,0.7224,-3.3823,-3.2324,-4.2325,-4.1748,-0.05214,-0.32329,-0.30467,-0.30466
CN68_NN47,907253.7359,8.3441,0.48,8.1354,0.7699,-3.3823,-3.2324,-3.8641,-3.75,-0.05214,-0.32329,-0.30405,-0.30405
CN68_NN6,413175.4572,8.3441,0.48,8.3099,0.6692,-3.3823,-3.2324,-3.7979,-3.7104,-0.05214,-0.32329,-0.31137,-0.31163
CN68_NN7,7219.349648,8.3441,0.48,9.252,1.4466,-3.3823,-3.2324,-4.3783,-4.279,-0.05214,-0.32329,-0.2966,-0.29661
CN68_NN8,379404.9484,8.3441,0.48,8.289,0.5705,-3.3823,-3.2324,-3.751,-3.7174,-0.05214,-0.32329,-0.30854,-0.3085
CN69_NN16,82652.57401,8.3144,-0.4322,8.3286,0.767,-2.4996,-2.4359,-3.5813,-3.4765,-0.03797,-0.3301,-0.31049,-0.31056
CN69_NN2,61034.13601,8.3144,-0.4322,8.3959,0.5129,-2.4996,-2.4359,-3.5558,-3.4929,-0.03797,-0.3301,-0.31246,-0.313
CN69_NN20,209163.931,8.3144,-0.4322,7.981,0.8474,-2.4996,-2.4359,-3.947,-3.8515,-0.03797,-0.3301,-0.30166,-0.30171
CN69_NN21,21883.94141,8.3144,-0.4322,7.8492,1.5286,-2.4996,-2.4359,-4.655,-4.0396,-0.03797,-0.3301,-0.31417,-0.31568
CN69_NN24,127438.5056,8.3144,-0.4322,7.6441,1.3633,-2.4996,-2.4359,-4.6219,-4.4411,-0.03797,-0.3301,-0.29522,-0.29521
CN69_NN26,86259.9459,8.3144,-0.4322,8.1436,0.7923,-2.4996,-2.4359,-3.6579,-3.5401,-0.03797,-0.3301,-0.30979,-0.30847
CN69_NN3,127170.5251,8.3144,-0.4322,8.2182,0.4789,-2.4996,-2.4359,-3.5201,-3.4483,-0.03797,-0.3301,-0.31234,-0.31233
CN69_NN34,22154.65776,8.3144,-0.4322,8.086,0.7446,-2.4996,-2.4359,-3.6716,-3.6051,-0.03797,-0.3301,-0.30053,-0.30049
CN69_NN37,-3967.205532,8.3144,-0.4322,8.4752,0.6759,-2.4996,-2.4359,-3.4072,-2.9272,-0.03797,-0.3301,-0.3177,-0.31788
CN69_NN4,26476.43988,8.3144,-0.4322,8.3098,0.4975,-2.4996,-2.4359,-3.4238,-3.3076,-0.03797,-0.3301,-0.30517,-0.30524
CN69_NN40,58216.43121,8.3144,-0.4322,4.0661,-3.8674,-2.4996,-2.4359,1.1956,1.222,-0.03797,-0.3301,-0.36915,-0.33841
CN69_NN41,1200087.863,8.3144,-0.4322,4.9774,-2.0076,-2.4996,-2.4359,-0.853,-0.5321,-0.03797,-0.3301,-0.34304,-0.28755
CN69_NN42,400385.7697,8.3144,-0.4322,4.6889,-2.1237,-2.4996,-2.4359,-0.5179,0.0024,-0.03797,-0.3301,-0.33576,-0.28946
CN69_NN47,184851.9413,8.3144,-0.4322,8.1354,0.7699,-2.4996,-2.4359,-3.8641,-3.75,-0.03797,-0.3301,-0.30405,-0.30405
CN69_NN5,23494.3969,8.3144,-0.4322,7.9994,1.1548,-2.4996,-2.4359,-4.4335,-4.1976,-0.03797,-0.3301,-0.30736,-0.30881
CN69_NN6,78532.92373,8.3144,-0.4322,8.3099,0.6692,-2.4996,-2.4359,-3.7979,-3.7104,-0.03797,-0.3301,-0.31137,-0.31163
CN69_NN7,13764.85234,8.3144,-0.4322,9.252,1.4466,-2.4996,-2.4359,-4.3783,-4.279,-0.03797,-0.3301,-0.2966,-0.29661
CN69_NN8,38813.77289,8.3144,-0.4322,8.289,0.5705,-2.4996,-2.4359,-3.751,-3.7174,-0.03797,-0.3301,-0.30854,-0.3085
CN7_NN1,777963.1661,8.4005,0.8369,8.5496,0.4248,-3.7461,-3.507,-3.1219,-2.5647,-0.04807,-0.31273,-0.32717,-0.32754
CN7_NN14,13562.56562,8.4005,0.8369,8.8802,2.4807,-3.7461,-3.507,-5.0957,-4.2565,-0.04807,-0.31273,-0.27783,-0.27787
CN7_NN16,1279726.471,8.4005,0.8369,8.3286,0.767,-3.7461,-3.507,-3.5813,-3.4765,-0.04807,-0.31273,-0.31049,-0.31056
CN7_NN2,1067929.247,8.4005,0.8369,8.3959,0.5129,-3.7461,-3.507,-3.5558,-3.4929,-0.04807,-0.31273,-0.31246,-0.313
CN7_NN20,574047.6971,8.4005,0.8369,7.981,0.8474,-3.7461,-3.507,-3.947,-3.8515,-0.04807,-0.31273,-0.30166,-0.30171
CN7_NN24,1279991.239,8.4005,0.8369,7.6441,1.3633,-3.7461,-3.507,-4.6219,-4.4411,-0.04807,-0.31273,-0.29522,-0.29521
CN7_NN34,677193.5248,8.4005,0.8369,8.086,0.7446,-3.7461,-3.507,-3.6716,-3.6051,-0.04807,-0.31273,-0.30053,-0.30049
CN7_NN37,28547.49941,8.4005,0.8369,8.4752,0.6759,-3.7461,-3.507,-3.4072,-2.9272,-0.04807,-0.31273,-0.3177,-0.31788
CN7_NN40,873846.2555,8.4005,0.8369,4.0661,-3.8674,-3.7461,-3.507,1.1956,1.222,-0.04807,-0.31273,-0.36915,-0.33841
CN7_NN43,867365.7699,8.4005,0.8369,8.0072,0.7224,-3.7461,-3.507,-4.2325,-4.1748,-0.04807,-0.31273,-0.30467,-0.30466
CN7_NN6,1157442.124,8.4005,0.8369,8.3099,0.6692,-3.7461,-3.507,-3.7979,-3.7104,-0.04807,-0.31273,-0.31137,-0.31163
CN7_NN7,16449.67143,8.4005,0.8369,9.252,1.4466,-3.7461,-3.507,-4.3783,-4.279,-0.04807,-0.31273,-0.2966,-0.29661
CN7_NN8,1101553.568,8.4005,0.8369,8.289,0.5705,-3.7461,-3.507,-3.751,-3.7174,-0.04807,-0.31273,-0.30854,-0.3085
CN70_NN16,374675.3016,8.2008,0.2797,8.3286,0.767,-3.3248,-3.2514,-3.5813,-3.4765,-0.04999,-0.31812,-0.31049,-0.31056
CN70_NN2,282310.8579,8.2008,0.2797,8.3959,0.5129,-3.3248,-3.2514,-3.5558,-3.4929,-0.04999,-0.31812,-0.31246,-0.313
CN70_NN20,626205.251,8.2008,0.2797,7.981,0.8474,-3.3248,-3.2514,-3.947,-3.8515,-0.04999,-0.31812,-0.30166,-0.30171
CN70_NN21,7910.998794,8.2008,0.2797,7.8492,1.5286,-3.3248,-3.2514,-4.655,-4.0396,-0.04999,-0.31812,-0.31417,-0.31568
CN70_NN24,537258.2346,8.2008,0.2797,7.6441,1.3633,-3.3248,-3.2514,-4.6219,-4.4411,-0.04999,-0.31812,-0.29522,-0.29521
CN70_NN26,453410.2105,8.2008,0.2797,8.1436,0.7923,-3.3248,-3.2514,-3.6579,-3.5401,-0.04999,-0.31812,-0.30979,-0.30847
CN70_NN37,9767.804084,8.2008,0.2797,8.4752,0.6759,-3.3248,-3.2514,-3.4072,-2.9272,-0.04999,-0.31812,-0.3177,-0.31788
CN70_NN41,1213817.663,8.2008,0.2797,4.9774,-2.0076,-3.3248,-3.2514,-0.853,-0.5321,-0.04999,-0.31812,-0.34304,-0.28755
CN70_NN42,479558.5711,8.2008,0.2797,4.6889,-2.1237,-3.3248,-3.2514,-0.5179,0.0024,-0.04999,-0.31812,-0.33576,-0.28946
CN70_NN43,299678.5098,8.2008,0.2797,8.0072,0.7224,-3.3248,-3.2514,-4.2325,-4.1748,-0.04999,-0.31812,-0.30467,-0.30466
CN70_NN47,722080.8694,8.2008,0.2797,8.1354,0.7699,-3.3248,-3.2514,-3.8641,-3.75,-0.04999,-0.31812,-0.30405,-0.30405
CN70_NN7,-688.1127926,8.2008,0.2797,9.252,1.4466,-3.3248,-3.2514,-4.3783,-4.279,-0.04999,-0.31812,-0.2966,-0.29661
CN70_NN8,177449.3356,8.2008,0.2797,8.289,0.5705,-3.3248,-3.2514,-3.751,-3.7174,-0.04999,-0.31812,-0.30854,-0.3085
CN71_NN14,9925.168399,8.1331,0.7482,8.8802,2.4807,-3.7864,-3.3273,-5.0957,-4.2565,-0.04125,-0.33406,-0.27783,-0.27787
