ID,Spectral_Integral,CN_IP,CN_EA,NN_IP,NN_EA,CN_HOMO,CN_LUMO,NN_HOMO,NN_LUMO,lCN_C_mull,lCN_N_mull,lNN_N1_mull,lNN_N2_mull
CN2_NN3,833034.8851,8.2336,0.2004,8.2182,0.4789,-3.1343,-3.0357,-3.5201,-3.4483,-0.05202,-0.32362,-0.31234,-0.31233
CN2_NN33,981000.6803,8.2336,0.2004,8.1078,0.8006,-3.1343,-3.0357,-3.7366,-3.6003,-0.05202,-0.32362,-0.30808,-0.30812
CN2_NN34,865496.1376,8.2336,0.2004,8.086,0.7446,-3.1343,-3.0357,-3.6716,-3.6051,-0.05202,-0.32362,-0.30053,-0.30049
CN2_NN37,6088.022057,8.2336,0.2004,8.4752,0.6759,-3.1343,-3.0357,-3.4072,-2.9272,-0.05202,-0.32362,-0.3177,-0.31788
CN2_NN4,15530.61239,8.2336,0.2004,8.3098,0.4975,-3.1343,-3.0357,-3.4238,-3.3076,-0.05202,-0.32362,-0.30517,-0.30524
CN2_NN40,1187145.134,8.2336,0.2004,4.0661,-3.8674,-3.1343,-3.0357,1.1956,1.222,-0.05202,-0.32362,-0.36915,-0.33841
CN2_NN41,1104464.859,8.2336,0.2004,4.9774,-2.0076,-3.1343,-3.0357,-0.853,-0.5321,-0.05202,-0.32362,-0.34304,-0.28755
CN2_NN42,393549.9246,8.2336,0.2004,4.6889,-2.1237,-3.1343,-3.0357,-0.5179,0.0024,-0.05202,-0.32362,-0.33576,-0.28946
CN2_NN47,746338.0227,8.2336,0.2004,8.1354,0.7699,-3.1343,-3.0357,-3.8641,-3.75,-0.05202,-0.32362,-0.30405,-0.30405
CN21_NN1,178178.6785,8.4956,-0.4512,8.5496,0.4248,-2.2204,-2.0338,-3.1219,-2.5647,-0.05867,-0.28744,-0.32717,-0.32754
CN21_NN16,511391.1718,8.4956,-0.4512,8.3286,0.767,-2.2204,-2.0338,-3.5813,-3.4765,-0.05867,-0.28744,-0.31049,-0.31056
CN21_NN2,293701.6728,8.4956,-0.4512,8.3959,0.5129,-2.2204,-2.0338,-3.5558,-3.4929,-0.05867,-0.28744,-0.31246,-0.313
CN21_NN20,1590570.601,8.4956,-0.4512,7.981,0.8474,-2.2204,-2.0338,-3.947,-3.8515,-0.05867,-0.28744,-0.30166,-0.30171
CN21_NN26,693243.1062,8.4956,-0.4512,8.1436,0.7923,-2.2204,-2.0338,-3.6579,-3.5401,-0.05867,-0.28744,-0.30979,-0.30847
CN21_NN27,520555.8341,8.4956,-0.4512,8.1008,1.1642,-2.2204,-2.0338,-4.1943,-4.0623,-0.05867,-0.28744,-0.29912,-0.29912
CN21_NN3,599916.448,8.4956,-0.4512,8.2182,0.4789,-2.2204,-2.0338,-3.5201,-3.4483,-0.05867,-0.28744,-0.31234,-0.31233
CN21_NN33,1163126.952,8.4956,-0.4512,8.1078,0.8006,-2.2204,-2.0338,-3.7366,-3.6003,-0.05867,-0.28744,-0.30808,-0.30812
CN21_NN34,493011.3664,8.4956,-0.4512,8.086,0.7446,-2.2204,-2.0338,-3.6716,-3.6051,-0.05867,-0.28744,-0.30053,-0.30049
CN21_NN37,-2985.846763,8.4956,-0.4512,8.4752,0.6759,-2.2204,-2.0338,-3.4072,-2.9272,-0.05867,-0.28744,-0.3177,-0.31788
CN21_NN4,1052.803379,8.4956,-0.4512,8.3098,0.4975,-2.2204,-2.0338,-3.4238,-3.3076,-0.05867,-0.28744,-0.30517,-0.30524
CN21_NN40,90545.55874,8.4956,-0.4512,4.0661,-3.8674,-2.2204,-2.0338,1.1956,1.222,-0.05867,-0.28744,-0.36915,-0.33841
CN21_NN43,404710.0191,8.4956,-0.4512,8.0072,0.7224,-2.2204,-2.0338,-4.2325,-4.1748,-0.05867,-0.28744,-0.30467,-0.30466
CN21_NN47,615816.9115,8.4956,-0.4512,8.1354,0.7699,-2.2204,-2.0338,-3.8641,-3.75,-0.05867,-0.28744,-0.30405,-0.30405
CN21_NN5,405486.9548,8.4956,-0.4512,7.9994,1.1548,-2.2204,-2.0338,-4.4335,-4.1976,-0.05867,-0.28744,-0.30736,-0.30881
CN21_NN6,341146.9286,8.4956,-0.4512,8.3099,0.6692,-2.2204,-2.0338,-3.7979,-3.7104,-0.05867,-0.28744,-0.31137,-0.31163
CN28_NN16,361653.7766,8.0458,0.5752,8.3286,0.767,-3.3664,-3.1302,-3.5813,-3.4765,-0.04391,-0.32779,-0.31049,-0.31056
CN28_NN20,689995.8638,8.0458,0.5752,7.981,0.8474,-3.3664,-3.1302,-3.947,-3.8515,-0.04391,-0.32779,-0.30166,-0.30171
CN28_NN21,24678.99973,8.0458,0.5752,7.8492,1.5286,-3.3664,-3.1302,-4.655,-4.0396,-0.04391,-0.32779,-0.31417,-0.31568
CN28_NN24,651589.1627,8.0458,0.5752,7.6441,1.3633,-3.3664,-3.1302,-4.6219,-4.4411,-0.04391,-0.32779,-0.29522,-0.29521
CN28_NN27,328046.8975,8.0458,0.5752,8.1008,1.1642,-3.3664,-3.1302,-4.1943,-4.0623,-0.04391,-0.32779,-0.29912,-0.29912
CN28_NN3,645339.7747,8.0458,0.5752,8.2182,0.4789,-3.3664,-3.1302,-3.5201,-3.4483,-0.04391,-0.32779,-0.31234,-0.31233
CN28_NN33,762529.2416,8.0458,0.5752,8.1078,0.8006,-3.3664,-3.1302,-3.7366,-3.6003,-0.04391,-0.32779,-0.30808,-0.30812
CN28_NN34,205157.0694,8.0458,0.5752,8.086,0.7446,-3.3664,-3.1302,-3.6716,-3.6051,-0.04391,-0.32779,-0.30053,-0.30049
CN28_NN37,31152.63503,8.0458,0.5752,8.4752,0.6759,-3.3664,-3.1302,-3.4072,-2.9272,-0.04391,-0.32779,-0.3177,-0.31788
CN28_NN4,23763.56007,8.0458,0.5752,8.3098,0.4975,-3.3664,-3.1302,-3.4238,-3.3076,-0.04391,-0.32779,-0.30517,-0.30524
CN28_NN41,893882.6927,8.0458,0.5752,4.9774,-2.0076,-3.3664,-3.1302,-0.853,-0.5321,-0.04391,-0.32779,-0.34304,-0.28755
CN28_NN42,715363.2873,8.0458,0.5752,4.6889,-2.1237,-3.3664,-3.1302,-0.5179,0.0024,-0.04391,-0.32779,-0.33576,-0.28946
CN28_NN43,395005.6228,8.0458,0.5752,8.0072,0.7224,-3.3664,-3.1302,-4.2325,-4.1748,-0.04391,-0.32779,-0.30467,-0.30466
CN28_NN47,474970.9529,8.0458,0.5752,8.1354,0.7699,-3.3664,-3.1302,-3.8641,-3.75,-0.04391,-0.32779,-0.30405,-0.30405
CN28_NN6,363724.9819,8.0458,0.5752,8.3099,0.6692,-3.3664,-3.1302,-3.7979,-3.7104,-0.04391,-0.32779,-0.31137,-0.31163
CN28_NN7,27671.06563,8.0458,0.5752,9.252,1.4466,-3.3664,-3.1302,-4.3783,-4.279,-0.04391,-0.32779,-0.2966,-0.29661
CN29_NN14,12891.59645,7.6538,0.7741,8.8802,2.4807,-3.9282,-3.6554,-5.0957,-4.2565,-0.04765,-0.30742,-0.27783,-0.27787
CN29_NN16,729591.522,7.6538,0.7741,8.3286,0.767,-3.9282,-3.6554,-3.5813,-3.4765,-0.04765,-0.30742,-0.31049,-0.31056
CN29_NN2,607361.8322,7.6538,0.7741,8.3959,0.5129,-3.9282,-3.6554,-3.5558,-3.4929,-0.04765,-0.30742,-0.31246,-0.313
CN29_NN20,326479.1356,7.6538,0.7741,7.981,0.8474,-3.9282,-3.6554,-3.947,-3.8515,-0.04765,-0.30742,-0.30166,-0.30171
CN29_NN24,771677.2364,7.6538,0.7741,7.6441,1.3633,-3.9282,-3.6554,-4.6219,-4.4411,-0.04765,-0.30742,-0.29522,-0.29521
CN29_NN26,765861.4723,7.6538,0.7741,8.1436,0.7923,-3.9282,-3.6554,-3.6579,-3.5401,-0.04765,-0.30742,-0.30979,-0.30847
CN29_NN27,535662.8684,7.6538,0.7741,8.1008,1.1642,-3.9282,-3.6554,-4.1943,-4.0623,-0.04765,-0.30742,-0.29912,-0.29912
CN29_NN3,1182711.826,7.6538,0.7741,8.2182,0.4789,-3.9282,-3.6554,-3.5201,-3.4483,-0.04765,-0.30742,-0.31234,-0.31233
CN29_NN33,1141298.815,7.6538,0.7741,8.1078,0.8006,-3.9282,-3.6554,-3.7366,-3.6003,-0.04765,-0.30742,-0.30808,-0.30812
CN29_NN34,629002.6598,7.6538,0.7741,8.086,0.7446,-3.9282,-3.6554,-3.6716,-3.6051,-0.04765,-0.30742,-0.30053,-0.30049
CN29_NN37,31976.68637,7.6538,0.7741,8.4752,0.6759,-3.9282,-3.6554,-3.4072,-2.9272,-0.04765,-0.30742,-0.3177,-0.31788
CN29_NN4,57392.45905,7.6538,0.7741,8.3098,0.4975,-3.9282,-3.6554,-3.4238,-3.3076,-0.04765,-0.30742,-0.30517,-0.30524
CN29_NN40,702966.4532,7.6538,0.7741,4.0661,-3.8674,-3.9282,-3.6554,1.1956,1.222,-0.04765,-0.30742,-0.36915,-0.33841
CN29_NN41,1291129.739,7.6538,0.7741,4.9774,-2.0076,-3.9282,-3.6554,-0.853,-0.5321,-0.04765,-0.30742,-0.34304,-0.28755
CN29_NN42,394473.8629,7.6538,0.7741,4.6889,-2.1237,-3.9282,-3.6554,-0.5179,0.0024,-0.04765,-0.30742,-0.33576,-0.28946
CN29_NN43,501535.8129,7.6538,0.7741,8.0072,0.7224,-3.9282,-3.6554,-4.2325,-4.1748,-0.04765,-0.30742,-0.30467,-0.30466
CN29_NN47,719855.5463,7.6538,0.7741,8.1354,0.7699,-3.9282,-3.6554,-3.8641,-3.75,-0.04765,-0.30742,-0.30405,-0.30405
CN29_NN5,411770.8188,7.6538,0.7741,7.9994,1.1548,-3.9282,-3.6554,-4.4335,-4.1976,-0.04765,-0.30742,-0.30736,-0.30881
CN29_NN7,22039.34192,7.6538,0.7741,9.252,1.4466,-3.9282,-3.6554,-4.3783,-4.279,-0.04765,-0.30742,-0.2966,-0.29661
CN3_NN1,480756.8241,8.3381,0.365,8.5496,0.4248,-3.2553,-3.1331,-3.1219,-2.5647,-0.05013,-0.32392,-0.32717,-0.32754
CN3_NN16,897328.9342,8.3381,0.365,8.3286,0.767,-3.2553,-3.1331,-3.5813,-3.4765,-0.05013,-0.32392,-0.31049,-0.31056
CN3_NN20,726367.5359,8.3381,0.365,7.981,0.8474,-3.2553,-3.1331,-3.947,-3.8515,-0.05013,-0.32392,-0.30166,-0.30171
CN3_NN26,1123519.86,8.3381,0.365,8.1436,0.7923,-3.2553,-3.1331,-3.6579,-3.5401,-0.05013,-0.32392,-0.30979,-0.30847
CN3_NN33,1433503.731,8.3381,0.365,8.1078,0.8006,-3.2553,-3.1331,-3.7366,-3.6003,-0.05013,-0.32392,-0.30808,-0.30812
CN3_NN34,648007.3989,8.3381,0.365,8.086,0.7446,-3.2553,-3.1331,-3.6716,-3.6051,-0.05013,-0.32392,-0.30053,-0.30049
CN3_NN37,10039.6459,8.3381,0.365,8.4752,0.6759,-3.2553,-3.1331,-3.4072,-2.9272,-0.05013,-0.32392,-0.3177,-0.31788
CN3_NN41,841414.6036,8.3381,0.365,4.9774,-2.0076,-3.2553,-3.1331,-0.853,-0.5321,-0.05013,-0.32392,-0.34304,-0.28755
CN3_NN43,555267.1212,8.3381,0.365,8.0072,0.7224,-3.2553,-3.1331,-4.2325,-4.1748,-0.05013,-0.32392,-0.30467,-0.30466
CN3_NN47,961175.7591,8.3381,0.365,8.1354,0.7699,-3.2553,-3.1331,-3.8641,-3.75,-0.05013,-0.32392,-0.30405,-0.30405
CN3_NN5,256947.2041,8.3381,0.365,7.9994,1.1548,-3.2553,-3.1331,-4.4335,-4.1976,-0.05013,-0.32392,-0.30736,-0.30881
CN3_NN6,577720.203,8.3381,0.365,8.3099,0.6692,-3.2553,-3.1331,-3.7979,-3.7104,-0.05013,-0.32392,-0.31137,-0.31163
CN3_NN7,23788.68951,8.3381,0.365,9.252,1.4466,-3.2553,-3.1331,-4.3783,-4.279,-0.05013,-0.32392,-0.2966,-0.29661
CN3_NN8,568204.3122,8.3381,0.365,8.289,0.5705,-3.2553,-3.1331,-3.751,-3.7174,-0.05013,-0.32392,-0.30854,-0.3085
CN30_NN1,1132869.235,8.0336,0.8216,8.5496,0.4248,-3.7136,-2.815,-3.1219,-2.5647,-0.04867,-0.33048,-0.32717,-0.32754
CN30_NN16,821960.5327,8.0336,0.8216,8.3286,0.767,-3.7136,-2.815,-3.5813,-3.4765,-0.04867,-0.33048,-0.31049,-0.31056
CN30_NN20,929051.7033,8.0336,0.8216,7.981,0.8474,-3.7136,-2.815,-3.947,-3.8515,-0.04867,-0.33048,-0.30166,-0.30171
CN30_NN24,925004.279,8.0336,0.8216,7.6441,1.3633,-3.7136,-2.815,-4.6219,-4.4411,-0.04867,-0.33048,-0.29522,-0.29521
CN30_NN26,821329.6213,8.0336,0.8216,8.1436,0.7923,-3.7136,-2.815,-3.6579,-3.5401,-0.04867,-0.33048,-0.30979,-0.30847
CN30_NN27,372875.352,8.0336,0.8216,8.1008,1.1642,-3.7136,-2.815,-4.1943,-4.0623,-0.04867,-0.33048,-0.29912,-0.29912
CN30_NN3,1039169.362,8.0336,0.8216,8.2182,0.4789,-3.7136,-2.815,-3.5201,-3.4483,-0.04867,-0.33048,-0.31234,-0.31233
CN30_NN34,453428.7801,8.0336,0.8216,8.086,0.7446,-3.7136,-2.815,-3.6716,-3.6051,-0.04867,-0.33048,-0.30053,-0.30049
CN30_NN37,56938.81249,8.0336,0.8216,8.4752,0.6759,-3.7136,-2.815,-3.4072,-2.9272,-0.04867,-0.33048,-0.3177,-0.31788
CN30_NN40,1007808.464,8.0336,0.8216,4.0661,-3.8674,-3.7136,-2.815,1.1956,1.222,-0.04867,-0.33048,-0.36915,-0.33841
CN30_NN41,1440510.824,8.0336,0.8216,4.9774,-2.0076,-3.7136,-2.815,-0.853,-0.5321,-0.04867,-0.33048,-0.34304,-0.28755
CN30_NN42,145547.5417,8.0336,0.8216,4.6889,-2.1237,-3.7136,-2.815,-0.5179,0.0024,-0.04867,-0.33048,-0.33576,-0.28946
CN30_NN43,449295.5912,8.0336,0.8216,8.0072,0.7224,-3.7136,-2.815,-4.2325,-4.1748,-0.04867,-0.33048,-0.30467,-0.30466
CN30_NN47,1357520.897,8.0336,0.8216,8.1354,0.7699,-3.7136,-2.815,-3.8641,-3.75,-0.04867,-0.33048,-0.30405,-0.30405
CN30_NN5,792496.1164,8.0336,0.8216,7.9994,1.1548,-3.7136,-2.815,-4.4335,-4.1976,-0.04867,-0.33048,-0.30736,-0.30881
CN30_NN7,24584.74607,8.0336,0.8216,9.252,1.4466,-3.7136,-2.815,-4.3783,-4.279,-0.04867,-0.33048,-0.2966,-0.29661
CN30_NN8,1131547.372,8.0336,0.8216,8.289,0.5705,-3.7136,-2.815,-3.751,-3.7174,-0.04867,-0.33048,-0.30854,-0.3085
CN31_NN1,799968.7293,8.1349,0.5944,8.5496,0.4248,-3.4678,-2.8156,-3.1219,-2.5647,-0.05181,-0.34525,-0.32717,-0.32754
CN31_NN14,24204.94935,8.1349,0.5944,8.8802,2.4807,-3.4678,-2.8156,-5.0957,-4.2565,-0.05181,-0.34525,-0.27783,-0.27787
CN31_NN16,1311023.741,8.1349,0.5944,8.3286,0.767,-3.4678,-2.8156,-3.5813,-3.4765,-0.05181,-0.34525,-0.31049,-0.31056
CN31_NN2,611677.1793,8.1349,0.5944,8.3959,0.5129,-3.4678,-2.8156,-3.5558,-3.4929,-0.05181,-0.34525,-0.31246,-0.313
CN31_NN21,26987.48671,8.1349,0.5944,7.8492,1.5286,-3.4678,-2.8156,-4.655,-4.0396,-0.05181,-0.34525,-0.31417,-0.31568
CN31_NN26,1084339.808,8.1349,0.5944,8.1436,0.7923,-3.4678,-2.8156,-3.6579,-3.5401,-0.05181,-0.34525,-0.30979,-0.30847
CN31_NN3,587125.5982,8.1349,0.5944,8.2182,0.4789,-3.4678,-2.8156,-3.5201,-3.4483,-0.05181,-0.34525,-0.31234,-0.31233
CN31_NN34,461793.1841,8.1349,0.5944,8.086,0.7446,-3.4678,-2.8156,-3.6716,-3.6051,-0.05181,-0.34525,-0.30053,-0.30049
CN31_NN4,48253.19693,8.1349,0.5944,8.3098,0.4975,-3.4678,-2.8156,-3.4238,-3.3076,-0.05181,-0.34525,-0.30517,-0.30524
CN31_NN41,856174.7816,8.1349,0.5944,4.9774,-2.0076,-3.4678,-2.8156,-0.853,-0.5321,-0.05181,-0.34525,-0.34304,-0.28755
CN31_NN42,151193.1971,8.1349,0.5944,4.6889,-2.1237,-3.4678,-2.8156,-0.5179,0.0024,-0.05181,-0.34525,-0.33576,-0.28946
CN31_NN43,381479.0016,8.1349,0.5944,8.0072,0.7224,-3.4678,-2.8156,-4.2325,-4.1748,-0.05181,-0.34525,-0.30467,-0.30466
CN31_NN6,321319.8591,8.1349,0.5944,8.3099,0.6692,-3.4678,-2.8156,-3.7979,-3.7104,-0.05181,-0.34525,-0.31137,-0.31163
CN31_NN7,10412.7382,8.1349,0.5944,9.252,1.4466,-3.4678,-2.8156,-4.3783,-4.279,-0.05181,-0.34525,-0.2966,-0.29661
CN33_NN1,833520.1034,7.9621,0.5924,8.5496,0.4248,-3.5476,-3.3633,-3.1219,-2.5647,-0.04992,-0.34333,-0.32717,-0.32754
CN33_NN14,14789.47747,7.9621,0.5924,8.8802,2.4807,-3.5476,-3.3633,-5.0957,-4.2565,-0.04992,-0.34333,-0.27783,-0.27787
CN33_NN16,1015188.949,7.9621,0.5924,8.3286,0.767,-3.5476,-3.3633,-3.5813,-3.4765,-0.04992,-0.34333,-0.31049,-0.31056
CN33_NN20,910597.5001,7.9621,0.5924,7.981,0.8474,-3.5476,-3.3633,-3.947,-3.8515,-0.04992,-0.34333,-0.30166,-0.30171
CN33_NN21,25579.07442,7.9621,0.5924,7.8492,1.5286,-3.5476,-3.3633,-4.655,-4.0396,-0.04992,-0.34333,-0.31417,-0.31568
CN33_NN24,647664.4305,7.9621,0.5924,7.6441,1.3633,-3.5476,-3.3633,-4.6219,-4.4411,-0.04992,-0.34333,-0.29522,-0.29521
CN33_NN26,1057921.592,7.9621,0.5924,8.1436,0.7923,-3.5476,-3.3633,-3.6579,-3.5401,-0.04992,-0.34333,-0.30979,-0.30847
CN33_NN27,1175826.677,7.9621,0.5924,8.1008,1.1642,-3.5476,-3.3633,-4.1943,-4.0623,-0.04992,-0.34333,-0.29912,-0.29912
CN33_NN34,382547.1528,7.9621,0.5924,8.086,0.7446,-3.5476,-3.3633,-3.6716,-3.6051,-0.04992,-0.34333,-0.30053,-0.30049
CN33_NN40,654532.3374,7.9621,0.5924,4.0661,-3.8674,-3.5476,-3.3633,1.1956,1.222,-0.04992,-0.34333,-0.36915,-0.33841
CN33_NN41,865542.4479,7.9621,0.5924,4.9774,-2.0076,-3.5476,-3.3633,-0.853,-0.5321,-0.04992,-0.34333,-0.34304,-0.28755
CN33_NN42,400663.918,7.9621,0.5924,4.6889,-2.1237,-3.5476,-3.3633,-0.5179,0.0024,-0.04992,-0.34333,-0.33576,-0.28946
CN33_NN47,588586.9302,7.9621,0.5924,8.1354,0.7699,-3.5476,-3.3633,-3.8641,-3.75,-0.04992,-0.34333,-0.30405,-0.30405
CN33_NN5,349333.0687,7.9621,0.5924,7.9994,1.1548,-3.5476,-3.3633,-4.4335,-4.1976,-0.04992,-0.34333,-0.30736,-0.30881
CN33_NN8,737395.5101,7.9621,0.5924,8.289,0.5705,-3.5476,-3.3633,-3.751,-3.7174,-0.04992,-0.34333,-0.30854,-0.3085
CN34_NN1,780141.2533,7.5608,0.764,8.5496,0.4248,-3.8435,-3.7372,-3.1219,-2.5647,-0.04367,-0.32652,-0.32717,-0.32754
CN34_NN14,10307.94265,7.5608,0.764,8.8802,2.4807,-3.8435,-3.7372,-5.0957,-4.2565,-0.04367,-0.32652,-0.27783,-0.27787
CN34_NN16,165876.7643,7.5608,0.764,8.3286,0.767,-3.8435,-3.7372,-3.5813,-3.4765,-0.04367,-0.32652,-0.31049,-0.31056
CN34_NN24,608056.2822,7.5608,0.764,7.6441,1.3633,-3.8435,-3.7372,-4.6219,-4.4411,-0.04367,-0.32652,-0.29522,-0.29521
CN34_NN27,199807.6625,7.5608,0.764,8.1008,1.1642,-3.8435,-3.7372,-4.1943,-4.0623,-0.04367,-0.32652,-0.29912,-0.29912
CN34_NN3,595172.0803,7.5608,0.764,8.2182,0.4789,-3.8435,-3.7372,-3.5201,-3.4483,-0.04367,-0.32652,-0.31234,-0.31233
CN34_NN34,473254.6178,7.5608,0.764,8.086,0.7446,-3.8435,-3.7372,-3.6716,-3.6051,-0.04367,-0.32652,-0.30053,-0.30049
CN34_NN37,32178.55779,7.5608,0.764,8.4752,0.6759,-3.8435,-3.7372,-3.4072,-2.9272,-0.04367,-0.32652,-0.3177,-0.31788
CN34_NN4,50753.88202,7.5608,0.764,8.3098,0.4975,-3.8435,-3.7372,-3.4238,-3.3076,-0.04367,-0.32652,-0.30517,-0.30524
CN34_NN40,629915.2604,7.5608,0.764,4.0661,-3.8674,-3.8435,-3.7372,1.1956,1.222,-0.04367,-0.32652,-0.36915,-0.33841
CN34_NN42,130229.3551,7.5608,0.764,4.6889,-2.1237,-3.8435,-3.7372,-0.5179,0.0024,-0.04367,-0.32652,-0.33576,-0.28946
CN34_NN43,268252.2,7.5608,0.764,8.0072,0.7224,-3.8435,-3.7372,-4.2325,-4.1748,-0.04367,-0.32652,-0.30467,-0.30466
CN34_NN5,501555.5885,7.5608,0.764,7.9994,1.1548,-3.8435,-3.7372,-4.4335,-4.1976,-0.04367,-0.32652,-0.30736,-0.30881
CN34_NN7,9889.539114,7.5608,0.764,9.252,1.4466,-3.8435,-3.7372,-4.3783,-4.279,-0.04367,-0.32652,-0.2966,-0.29661
CN35_NN1,612267.1232,7.6412,0.5559,8.5496,0.4248,-3.6608,-3.5758,-3.1219,-2.5647,-0.04526,-0.33875,-0.32717,-0.32754
CN35_NN14,16619.68988,7.6412,0.5559,8.8802,2.4807,-3.6608,-3.5758,-5.0957,-4.2565,-0.04526,-0.33875,-0.27783,-0.27787
CN35_NN16,894603.43,7.6412,0.5559,8.3286,0.767,-3.6608,-3.5758,-3.5813,-3.4765,-0.04526,-0.33875,-0.31049,-0.31056
CN35_NN2,512908.5419,7.6412,0.5559,8.3959,0.5129,-3.6608,-3.5758,-3.5558,-3.4929,-0.04526,-0.33875,-0.31246,-0.313
CN35_NN21,8713.51839,7.6412,0.5559,7.8492,1.5286,-3.6608,-3.5758,-4.655,-4.0396,-0.04526,-0.33875,-0.31417,-0.31568
CN35_NN24,594101.9826,7.6412,0.5559,7.6441,1.3633,-3.6608,-3.5758,-4.6219,-4.4411,-0.04526,-0.33875,-0.29522,-0.29521
CN35_NN26,769293.0268,7.6412,0.5559,8.1436,0.7923,-3.6608,-3.5758,-3.6579,-3.5401,-0.04526,-0.33875,-0.30979,-0.30847
CN35_NN3,541163.8426,7.6412,0.5559,8.2182,0.4789,-3.6608,-3.5758,-3.5201,-3.4483,-0.04526,-0.33875,-0.31234,-0.31233
CN35_NN33,1039067.715,7.6412,0.5559,8.1078,0.8006,-3.6608,-3.5758,-3.7366,-3.6003,-0.04526,-0.33875,-0.30808,-0.30812
CN35_NN37,14693.48161,7.6412,0.5559,8.4752,0.6759,-3.6608,-3.5758,-3.4072,-2.9272,-0.04526,-0.33875,-0.3177,-0.31788
CN35_NN4,31501.68355,7.6412,0.5559,8.3098,0.4975,-3.6608,-3.5758,-3.4238,-3.3076,-0.04526,-0.33875,-0.30517,-0.30524
CN35_NN41,721421.4097,7.6412,0.5559,4.9774,-2.0076,-3.6608,-3.5758,-0.853,-0.5321,-0.04526,-0.33875,-0.34304,-0.28755
CN35_NN42,424495.0276,7.6412,0.5559,4.6889,-2.1237,-3.6608,-3.5758,-0.5179,0.0024,-0.04526,-0.33875,-0.33576,-0.28946
CN35_NN43,286589.5853,7.6412,0.5559,8.0072,0.7224,-3.6608,-3.5758,-4.2325,-4.1748,-0.04526,-0.33875,-0.30467,-0.30466
CN35_NN47,464122.704,7.6412,0.5559,8.1354,0.7699,-3.6608,-3.5758,-3.8641,-3.75,-0.04526,-0.33875,-0.30405,-0.30405
CN35_NN5,247050.4214,7.6412,0.5559,7.9994,1.1548,-3.6608,-3.5758,-4.4335,-4.1976,-0.04526,-0.33875,-0.30736,-0.30881
CN35_NN6,327802.9817,7.6412,0.5559,8.3099,0.6692,-3.6608,-3.5758,-3.7979,-3.7104,-0.04526,-0.33875,-0.31137,-0.31163
CN35_NN7,15995.7533,7.6412,0.5559,9.252,1.4466,-3.6608,-3.5758,-4.3783,-4.279,-0.04526,-0.33875,-0.2966,-0.29661
CN37_NN1,388413.5176,8.239,0.7672,8.5496,0.4248,-3.6412,-2.8792,-3.1219,-2.5647,-0.04863,-0.34283,-0.32717,-0.32754
CN37_NN14,18343.07511,8.239,0.7672,8.8802,2.4807,-3.6412,-2.8792,-5.0957,-4.2565,-0.04863,-0.34283,-0.27783,-0.27787
CN37_NN16,826354.7595,8.239,0.7672,8.3286,0.767,-3.6412,-2.8792,-3.5813,-3.4765,-0.04863,-0.34283,-0.31049,-0.31056
CN37_NN2,249031.048,8.239,0.7672,8.3959,0.5129,-3.6412,-2.8792,-3.5558,-3.4929,-0.04863,-0.34283,-0.31246,-0.313
CN37_NN20,457506.0772,8.239,0.7672,7.981,0.8474,-3.6412,-2.8792,-3.947,-3.8515,-0.04863,-0.34283,-0.30166,-0.30171
CN37_NN21,34303.66977,8.239,0.7672,7.8492,1.5286,-3.6412,-2.8792,-4.655,-4.0396,-0.04863,-0.34283,-0.31417,-0.31568
CN37_NN24,306301.6533,8.239,0.7672,7.6441,1.3633,-3.6412,-2.8792,-4.6219,-4.4411,-0.04863,-0.34283,-0.29522,-0.29521
CN37_NN26,609826.8738,8.239,0.7672,8.1436,0.7923,-3.6412,-2.8792,-3.6579,-3.5401,-0.04863,-0.34283,-0.30979,-0.30847
CN37_NN27,183685.8343,8.239,0.7672,8.1008,1.1642,-3.6412,-2.8792,-4.1943,-4.0623,-0.04863,-0.34283,-0.29912,-0.29912
CN37_NN34,129709.573,8.239,0.7672,8.086,0.7446,-3.6412,-2.8792,-3.6716,-3.6051,-0.04863,-0.34283,-0.30053,-0.30049
CN37_NN37,23824.71862,8.239,0.7672,8.4752,0.6759,-3.6412,-2.8792,-3.4072,-2.9272,-0.04863,-0.34283,-0.3177,-0.31788
CN37_NN40,356170.1715,8.239,0.7672,4.0661,-3.8674,-3.6412,-2.8792,1.1956,1.222,-0.04863,-0.34283,-0.36915,-0.33841
CN37_NN41,608094.2764,8.239,0.7672,4.9774,-2.0076,-3.6412,-2.8792,-0.853,-0.5321,-0.04863,-0.34283,-0.34304,-0.28755
CN37_NN42,322447.961,8.239,0.7672,4.6889,-2.1237,-3.6412,-2.8792,-0.5179,0.0024,-0.04863,-0.34283,-0.33576,-0.28946
CN37_NN43,168415.4725,8.239,0.7672,8.0072,0.7224,-3.6412,-2.8792,-4.2325,-4.1748,-0.04863,-0.34283,-0.30467,-0.30466
CN37_NN47,201807.1176,8.239,0.7672,8.1354,0.7699,-3.6412,-2.8792,-3.8641,-3.75,-0.04863,-0.34283,-0.30405,-0.30405
CN37_NN5,140824.9481,8.239,0.7672,7.9994,1.1548,-3.6412,-2.8792,-4.4335,-4.1976,-0.04863,-0.34283,-0.30736,-0.30881
CN37_NN6,72545.60188,8.239,0.7672,8.3099,0.6692,-3.6412,-2.8792,-3.7979,-3.7104,-0.04863,-0.34283,-0.31137,-0.31163
CN37_NN8,292267.1768,8.239,0.7672,8.289,0.5705,-3.6412,-2.8792,-3.751,-3.7174,-0.04863,-0.34283,-0.30854,-0.3085
