train,split,model,type,seed,y,error_type,X_descriptors,n_estimators,max_depth,max_features,learning_rate,batch_size,hidden_layer_sizes,learning_rate_init,max_iter,validation_fraction,rmse
80,KN,VR,reg,0,Target_values,rmse,"['x6', 'x7', 'x9', 'Csub-Csub']",5,80,1,0.2,20,64,0.001,500,0.1,0.13188065226942877
