MODEL,size,best_parameters_df,r2_train_PFI,mae_train_PFI,rmse_train_PFI,r2_validation_PFI,mae_validation_PFI,rmse_validation_PFI,rmse_validation,X_train_PFI_scaled,X_train_scaled,y_pred_train_PFI,y_pred_validation_PFI,cv_score,X_validation_PFI_scaled,prediction_type,cv_kfold,Robert_results,y_train_PFI,y_validation_PFI,X_PFI,fixed_data_train,fixed_data_validation
RF,60,"   n_estimators  max_depth  max_features        train_proportion model_type  \
0            20        320             3  60% k-neighbours split         RF   

  prediction_type  random_init      rmse  
0             reg            0  0.222217  ",0.9730946188814572,0.07875258686136374,0.12154586538994124,0.955682778241731,0.11291567935333303,0.1573192848388959,0.2222170828214671,"          x6        x7       x10
0   1.370646  0.176108 -1.122965
1   1.517599  0.176108 -1.122965
2   0.450078 -1.115352 -0.093580
4   0.216496  0.176108 -0.093580
5  -0.682339 -1.115352  0.935804
6   0.344143  0.176108 -0.093580
9  -0.887608 -1.115352  0.935804
10 -0.603811 -1.115352  0.935804
12  1.206717  1.467569 -1.122965
16  1.168935  1.467569 -1.122965
18  0.364839  0.176108 -1.122965
19  0.238171  1.467569 -1.122965
20  1.054365  1.467569 -1.122965
23  0.201702  0.176108 -0.093580
24  0.268444  0.176108 -0.093580
27 -0.903076 -1.115352  0.935804
28  0.549847 -1.115352 -0.093580
29 -1.086798  0.176108  0.935804
30  0.187168  0.176108 -0.093580
32 -1.717866 -1.115352  1.965189
33 -1.674822  1.467569 -0.093580
36 -1.582831 -1.115352  1.965189","          x2        x5        x6        x7        x8        x9       x10  \
0  -0.525786  1.255243  1.370646  0.176108 -0.614135 -0.951953 -1.122965   
1  -0.739201  0.118466  1.517599  0.176108 -0.614135 -0.951953 -1.122965   
2   0.366794  1.151391  0.450078 -1.115352 -0.614135  0.444245 -0.093580   
4   0.224595  1.124686  0.216496  0.176108 -0.614135  0.444245 -0.093580   
5   1.153151  1.213450 -0.682339 -1.115352 -0.614135  1.840442  0.935804   
6  -0.649972  0.161461  0.344143  0.176108 -0.614135  0.444245 -0.093580   
9  -0.891898 -1.929133 -0.887608 -1.115352  0.887084  0.444245  0.935804   
10  1.826569 -0.802657 -0.603811 -1.115352  0.887084  0.444245  0.935804   
12 -0.851163  0.040183  1.206717  1.467569 -0.614135 -0.951953 -1.122965   
16 -0.661980  1.235524  1.168935  1.467569 -0.614135 -0.951953 -1.122965   
18 -0.588104 -0.139260  0.364839  0.176108 -0.614135 -0.951953 -1.122965   
19 -0.284717  0.538331  0.238171  1.467569 -0.614135 -0.951953 -1.122965   
20 -0.962719  0.062426  1.054365  1.467569 -0.614135 -0.951953 -1.122965   
23 -0.886121 -1.124092  0.201702  0.176108  0.887084 -0.951953 -0.093580   
24  1.410824 -0.859172  0.268444  0.176108  0.887084 -0.951953 -0.093580   
27  0.266264  0.098239 -0.903076 -1.115352 -0.614135  1.840442  0.935804   
28  0.090402 -0.726825  0.549847 -1.115352  0.887084 -0.951953 -0.093580   
29  0.158544 -0.059744 -1.086798  0.176108 -0.614135  1.840442  0.935804   
30 -0.426011  0.879636  0.187168  0.176108 -0.614135  0.444245 -0.093580   
32 -0.438391 -2.199276 -1.717866 -1.115352  2.388303  0.444245  1.965189   
33 -0.444281  0.673222 -1.674822  1.467569 -0.614135  0.444245 -0.093580   
36  2.853198 -0.712099 -1.582831 -1.115352  2.388303  0.444245  1.965189   

         x11  Csub-Csub    Csub-H    Csub-O       H-O  
0  -1.461788  -0.529857  2.458751 -0.667424 -0.667424  
1  -1.461788   1.801515 -0.388224 -0.667424 -0.667424  
2  -1.461788  -0.529857 -0.388224 -0.667424  1.430194  
4   0.069609  -0.529857 -0.388224 -0.667424  1.430194  
5   0.069609  -0.529857 -0.388224 -0.667424  1.430194  
6   0.069609   1.801515 -0.388224 -0.667424 -0.667424  
9   0.069609  -0.529857 -0.388224  1.430194 -0.667424  
10  0.069609  -0.529857 -0.388224  1.430194 -0.667424  
12  0.069609   1.801515 -0.388224 -0.667424 -0.667424  
16  0.069609  -0.529857  2.458751 -0.667424 -0.667424  
18 -1.461788   1.801515 -0.388224 -0.667424 -0.667424  
19  0.069609  -0.529857  2.458751 -0.667424 -0.667424  
20  0.069609   1.801515 -0.388224 -0.667424 -0.667424  
23  0.069609  -0.529857 -0.388224  1.430194 -0.667424  
24  0.069609  -0.529857 -0.388224  1.430194 -0.667424  
27  0.069609  -0.529857 -0.388224 -0.667424  1.430194  
28 -1.461788  -0.529857 -0.388224  1.430194 -0.667424  
29  1.601006  -0.529857 -0.388224 -0.667424  1.430194  
30  0.069609  -0.529857 -0.388224 -0.667424  1.430194  
32  1.601006  -0.529857 -0.388224  1.430194 -0.667424  
33  1.601006  -0.529857 -0.388224 -0.667424  1.430194  
36  1.601006  -0.529857 -0.388224  1.430194 -0.667424  ","[1.84879132 1.92068943 0.8414895  0.97042602 0.36047017 1.00676358
 0.50528421 0.44318001 2.09389209 1.95045667 1.49231379 1.81415205
 2.47372997 0.97993262 1.00904546 0.50538477 0.8723502  0.7308091
 0.96021502 0.38558034 1.03138653 0.35833681]","[0.8723502  1.00676358 1.01366186 0.36048453 2.09389209 1.95045667
 1.95045667 2.09389209 2.47372997 2.47372997 0.97042602 1.84879132
 0.97042602 0.38558034 0.38558034]",[0.90748125 0.82181002 0.5219487  0.28883196 0.71309385],"          x6        x7       x10
3   0.560956 -1.115352 -0.093580
7   0.330019  0.176108 -0.093580
8   0.323469  0.176108 -0.093580
11 -0.771414 -1.115352  0.935804
13  1.193091  1.467569 -1.122965
14  1.179330  1.467569 -1.122965
15  1.167189  1.467569 -1.122965
17  1.207031  1.467569 -1.122965
21  1.068913  1.467569 -1.122965
22  1.061932  1.467569 -1.122965
25  0.221717  0.176108 -0.093580
26  1.402781  0.176108 -1.122965
31  0.226432  0.176108 -0.093580
34 -1.851322 -1.115352  1.965189
35 -1.854284 -1.115352  1.965189",reg,5,Robert_results.txt,"0     1.854766
1     2.034511
2     0.860667
4     0.952469
5     0.308777
6     0.982262
9     0.515551
10    0.515551
12    2.221390
16    1.902645
18    1.162343
19    1.989081
20    2.801329
23    0.998633
24    1.031375
27    0.515838
28    0.916778
29    0.837771
30    0.942297
32    0.397626
33    1.178714
36    0.329517
Name: Target_values, dtype: float64","3     1.026447
7     1.129601
8     1.047746
11    0.443052
13    2.138192
14    1.883807
15    2.091026
17    2.312908
21    2.391560
22    2.011593
25    1.006819
26    1.694402
31    0.965415
34    0.410599
35    0.321085
Name: Target_values, dtype: float64","           x6  x7  x10
0   49.772534   1    0
1   55.531351   1    0
2   13.697220   0    1
3   18.042294   0    1
4    4.543563   1    1
5  -30.680079   0    2
6    9.545828   1    1
7    8.992319   1    1
8    8.735652   1    1
9  -38.724210   0    2
10 -27.602727   0    2
11 -34.170781   0    2
12  43.348471   2    0
13  42.814504   2    0
14  42.275211   2    0
15  41.799440   2    0
16  41.867855   2    0
17  43.360785   2    0
18  10.356864   1    0
19   5.392952   2    0
20  37.378075   2    0
21  37.948167   2    0
22  37.674615   2    0
23   3.963811   1    1
24   6.579313   1    1
25   4.748151   1    1
26  51.031830   1    0
27 -39.330348   0    2
28  17.606946   0    1
29 -46.530086   1    2
30   3.394236   1    1
31   4.932937   1    1
32 -71.260439   0    3
33 -69.573651   2    1
34 -76.490328   0    3
35 -76.606402   0    3
36 -65.968668   0    3","    Name
0      1
1      2
2      3
4      5
5      6
6      7
9     10
10    11
12    13
16    17
18    19
19    20
20    21
23    24
24    25
27    28
28    29
29    30
30    31
32    33
33    34
36    37","    Name
3      4
7      8
8      9
11    12
13    14
14    15
15    16
17    18
21    22
22    23
25    26
26    27
31    32
34    35
35    36"
